userid,username,age,gender,location,city,state,title,about_me,reasons,inspirations,friends_count
9377,tshouser1,36.0,Female,"Hannibal, MO",Hannibal,MO,Looking for that Silver Lining,"I have struggled with my weight my whole life, fighting genetics, but genetics seem to win...soooo, I am taking a different approach this time. My two teenagers will be out of the house and adults in just a few short years, and I don't want to be that cranky old nana when and if they grant me the blessing of having grandkids in the far off future. I want to live my second half of life, fit, happy, feeling good, and having a blast with my husband! I need to do this for health, to relieve stress from my profession in the law enforcement /corrections field of work. I will not fall into the family trap of ""that's just the way we are"" anymore!","To break the cycle of my family's bad health, or to prove that it isn't all genetics to be a larger size and always feel like crap. To be that fun and fabulous Nana to my future grandbabies (if and when my kids have kids in the far off future), and to show my husband that I truly love him and want to live very long and happy life sharing more adventures with him. I want to feel good, and be healthy!","More romance; Fun adventures and travel; To be healthy and have a long life with my husband and family; To have a sexier look for my husband, he deserves to have a wife that is hot!",4
9857,zeltoria,43.0,Female,"Kansas City, MO",Kansas City,MO,Feel Better For Myself,Been over weight since a freshman in high school. fyi along time.I have lost 30 pounds before about 10 years ago. how time flies. I am currently at a 51 pd loss this go around. I really want to be under the 200 mark. I enjoy a little bit of a few things. I like to crochet simple things when I watch TV. I enjoy cooking. I love eating. I have a sweet daughter who luckily to date has no weight issues. (scattered thoughts) also I have a skin diseased and losing weight helps with that and avoiding processed foods.,I want to get in shape or eat better really to feel better inside. I realized 2 years ago my moods are linked to what I eat. Doesn't mean I don't fall off the wagon though.. cuz I do and have a hard time getting back on it some time. So I just want to feel good. It amazes me that when I had my daughter and even before that I tell myself I will lose weight to play with her. then I gained 70 pds. she is now 16 years old. how fast time really flies.,I would really like to look better for my daughters graduation.; I just want to feel better inside; it helps with my skin,4
2960,forestwalker81,34.0,Female,"Springfield, MO",Springfield,MO,It is time for mini me,I am a stay at home mom of three.,I am a stay at home mom of THREE!!!,Robert III; Alysen; Willum; My Beautiful Kids,4
3580,inertoptimism,28.0,Male,"Brown Mountain Beach, NC",Brown Mountain Beach,NC,,,,,4
6456,MrCRShaw,36.0,Male,"Greensboro, NC",Greensboro,NC,One bite at a time...,"I'm a native of Greensboro NC, a town where there isn't much to do but sleep, eat, and make love (kindly put). So, it's not that hard to see why it's so easy to gain so much weight. I've decided to change that and hence my journey to become healthier has begun.","I want to feel great every day. To be able to have the energy to tackle anything whether physical or mental and getting in shape, I believe, will assist with these goals.",being healthy; being able to wear cool clothes; looking great in photos,4
9580,wackyncrazy1,39.0,Female,"Fremont, NE",Fremont,NE,Mom wants to feel alive. ,I have been fat my whole life. I'm now at my heaviest and I hate it. I've done weight watches in the past and lost some been then I fall of the wagon. I work crappy hours up at 230 am I drive a truck locally work 10 to 14 hour days. So sitting is a big problem. I have to great kids I try to get into good eating habits don't want them to have the same struggles as me.  I hope by making myself track everything I can get into a healthier  habit.,Ok to be honest I know I want to be healthy so my kids mom can be healthy but really I want to look good cause being over weight sucks. It makes being single hard no one wants a fat girl friend lol. I also want to do a warrior challenge.,Wear sexy jeans.; Live longer and healthier.; Go back packing.,4
1366,carey593,40.0,Female,"Hamburg, NY",Hamburg,NY,,,,,4
2879,Fishfinder54,61.0,Male,"Oceanside, NY",Oceanside,NY,,,,,4
7573,reddbutterfly,41.0,Female,"Bardwell, OH",Bardwell,OH,Mission Kill My Evil Food Addiction,"Despite my weight I am very active. I love to go go go all day doing all types of things. I live on a cattle farm so my day start early and end very late, sleep is very little around here. I'm always on the move taking care of everything but myself. I love to travel go hiking biking and swimming on very hot days. You will hardly ever catch me in shorts due to my evil addiction to food. we eat out a lot and I make bad chooses on food. There was a time I had lost a lot of weight then I had a accident and packed it on from there. really I don't know why I gave up.",I want to fit and healthy feel better and look better. I hate the way I look. I don't want my horse to carry me around and I'm over weight I want him to be comfortable and I want to be comfortable and I want to be able to train him without bein out of breath,Fittin in cothes and them lookin as they fit good and comfortable; Better health; Longer life; Havin fun donin it,4
1994,ctown44,40.0,Male,"Cleveland, OH",Cleveland,OH,Fat Guy in a Little Coat,,,,4
7868,Rudektb,42.0,Female,"Geneva, OH",Geneva,OH,,,,,4
1191,Brittanymae08,25.0,Female,"Wheelersburg, OH",Wheelersburg,OH,Trying to be a better me!,"Trying to get more into Myfitness pal. I'm tired of being weak, fat and uncomfortable. I need more motivation and love encouragement,",to me a good example for my son to look GOOD and feel GOOD,My husband and child; New clothes; Compliments :),4
2480,eatsyork,32.0,Male,"East York, ON",East York,ON,Hungry For Knowledge,,"Health is my primary motivator with a side interest of being able to wear normal sized clothes from the ""skinny people stores"".",,4
4535,katyfit1971,44.0,Female,"Mississauga, ON",Mississauga,ON,,,,,4
6609,muse09,22.0,Female,"Waterloo, ON",Waterloo,ON,,,,,4
4475,KateM1966,49.0,Female,"Barrhead Ward, SC",Barrhead Ward,SC,,,,,4
4866,kmkeistler10,34.0,Male,"Dallas, TX",Dallas,TX,,,,,4
6622,mwoakey,41.0,Female,"Charlottesville, VA",Charlottesville,VA,,Mom of three kids.,,,4
8914,tattedlady75,40.0,Female,"Hampton, VA",Hampton,VA,,,,My Son; wanting to lead a healthier and more physical life; My Son,4
800,BartaB,23.0,Female,"Manassas, VA",Manassas,VA,,,,,4
2162,davidcaufield,46.0,Male,"Redmond, WA",Redmond,WA,,,,,4
8076,sfswift,22.0,Female,"Seattle, WA",Seattle,WA,,,,,4
1219,brownar97,37.0,Female,"Vancouver, WA",Vancouver,WA,Trying to be healthy,,To feel healthier Why not...the alternative isn't appealing Working out makes me nicer,Keeping my cholesterol in check; Keeping up with my mini me; Improve my sleeping habbits,4
5613,MadtownMadisonian,57.0,Female,"Madison, WI",Madison,WI,Fun iberessen cholyet men mer vi fun nit deressen.  (From overeating one suffers more than from not eating enough.) (Yiddish proverb),"I have always been fat except for brief periods of dieting success.  In my 20s I starved myself and went to the gym every day and got down to a size 8.  I have a photo of myself then and it seems like another person entirely.  But most of my teens and 20s I was in the size 16-18 range, and then in my 30s I entered the 20-22 and then the 26-28.  That was when I lost 70 pounds on Atkins.  Still morbidly obese by BMI standards but so so much better.  When I quit Atkins and moved somewhere that had fewer friends and more noodles, I began to pack it on again.  In the 8 years that followed I put back all the 70 pounds and a just a few more.  I came close to choosing lapband surgery but I want to give this one more try with diet, exercise and a change in attitude about food.  SW:   272 (ai ai ai!) 1st  GW: 249 (because I never want to see the back half of 200 again) - DONE! 2nd GW: 224 (severely obese rather than morbidly obese) - DONE! 3rd  GW:  199 - one-derland - DONE! 4th GW:  197 (obese rather than severely obese) - DONE! 5th  GW: 166 (puts me at overweight rather than obese) -- STILL A WAYS TO GO 6th  GW:  145 (top of my normal healthy BMI) --MY REALISTIC GOAL final GW:  135 (puts me at optimally healthy) -- MY IDEAL RESTING PLACE",Being so fat interferes with my life - it makes me slow and tired.  I don't want to make up phony excuses any more in order to avoid being in places and situations where I can't keep up.,Lowering the tray table in economy row seating on flights- DONE!; Going up hills and stairs without stopping to catch my breath- SORT OF DONE; Getting off my blood pressure medication - DONE!; Feeling my age and not like I am already in my 90s - GETTING THERE...,4
758,baddaddy70,51.0,Male,"Albright, WV",Albright,WV,"I may not be there yet, but I'm closer than I was yesterday.","I'm a 51 year old single father with two grown sons. I'm retired and on a mission to get my health under control. On January 18, 2015 I adopted the WFPB (Whole Food Plant Based) way of eating.",I want to enjoy the rest of what life has to offer and be an example and inspiration to my sons. To look and feel the way I know I can.,Life's Adversities,4
5305,lightfaststrongfierce,19.0,Female,,,,,,,,4
8545,srose91,24.0,Female,,,,,,,,4
4980,ktmarsden1,26.0,Female,,,,,,,,4
8251,SickRose,27.0,Female,,,,,,,,4
4828,kkcruickshank,31.0,Female,,,,,"I spend my winters snowboarding and my summers hiking. I love yoga, stand-up paddle boarding and having adventures.",I want to be the best possible version of me!,My fit & active family!; I want to look amazing in anything I wear,4
4814,kittycatsinunderpants,36.0,Female,,,,"Not fat exactly, but not really fit either. ","I've only ever half-heartedly tried to get in shape, so this is my first *real go at diet and excercise to change my body. I'm an artist and run my business from home, so the only restrictions on my appearance come from my own insecurities.","Short term: My first vacation with my husband in 15 years! Bahamas in June.  Long term: I didn't get to experience all the things in my 20's that I aspired to. When my opportunity comes (and it totaly will!), I won't have the vitality of youth to spur me on, I'll need actual physical strength and health for my adventures.",My mother- when she was my age she was STRONG!; All of those sparkly vintage circus costumes in my closet require legs of iron!,4
5100,lassmanac,44.0,Male,,,,,,,,4
7110,Pameshary,44.0,Female,,,,The beginning of something great !!,"I have battled with my weight from my mid 20's, although I always thought I had a weight problem.  Looking back, I actually had a nice figure, I guess I was just always insecure.  I have tried so many diets and they have worked for a while, but then I go back to my old ways.  I joined MyFitnessPal because I thought that this will not be a diet but a change of life and a continuous journey.  I am married with two beautiful children, aged 9 and 4.  I am only writing this now, having lost 9 kg (20 pounds) already, so I am happy and going strong.  My first goal is to get to 70kg - almost there","I do not want my children and husband to be ashamed of me, I want to be healthy and have a healthy family, and can only do this if I, myself, become healthier and set an example.","Be healthy for my children, to be able to do things with them; Fitting into smaller clothing is always a bonus; Feeling awesome",4
6330,mo2769,46.0,Male,,,,,,,,4
7191,pegmb1,47.0,Female,,,,,,,,4
6885,nisan5722,53.0,Male,"Phoenix, AZ",Phoenix,AZ,"Good stewardship of my body and useful service for the G-d of Abraham, isaac, and Jacob",,"Good stewardship of my body, great health and usefulness to my God. to demonstrate and encourage healthy living beofre my family.",maintain a healthy lifestyle; to think well and live well,3
6069,mhaskin12,19.0,Female,"Sun, AZ",Sun,AZ,,,,,3
8615,steph268,43.0,Female,"San Diego, CA",San Diego,CA,,,,,3
3184,hablagabrielle,23.0,Female,"San Francisco, CA",San Francisco,CA,No more excuses!,,,Getting healthy with my boyfriend; Exercising with my friends; Being happy and not upset,3
7935,samiv4,49.0,Male,"Clifton, CO",Clifton,CO,Sick and tired of being sick and tired. My photo is me October 2012. Aprox 180 pounds after a summer of bike riding and calorie counting using My Fitness Pal and Endomondo. I had lost more than 45 pounds in about 6 months time.,"Former Marine, Former law enforcement, former EMT, former in shape guy. My days of the 1st 3 items on that list are in the past, but I'm trying to get the 4th item back.","Just want to get into shape before I turn the big ""Five O"". 46 this year and want to hit my 50's looking good, and feeling good. With foot issues for the last 20 years, I let myself go and hit a max of 240lb. Surgery in the past couple years, on both feet, has helped a lot, now its time to get back into my USMC day's shape.  Of course a lot has changed with my body since I was 19, not easy working out and watching everything I eat. The metabolism just isn't what it used to be.   In this last year I have lost about 55lb. Current weight as of 9-9-12 is 184lb. Target is 175lb.",My 19 yo son who just joined the USAF,3
3612,IronStark25,28.0,Male,"Old Greenwich, CT",Old Greenwich,CT,Cap'n Crunch to Cap'n America!,,"i want to get back in shape because I'm tired of being how i am. From being out of breath after a short distance of running to sweating a lot in mild heat. I feel that I've lost some of my self esteem and confidence. I definitely need it for the dating scene. Also, I'm a chef and I want to integrate healthy and tasty cooking into my life.",To live a healthy prosperous life; Being an inspiration for others; Having a sucess story for myself,3
7614,ren9188,27.0,Female,"Plymouth, CT",Plymouth,CT,,,To feel healthier and look healthier,,3
5971,melaniedavidson10,43.0,Female,"Frankford, DE",Frankford,DE,Getting my butt in gear,,Trying to take care of myself better than I have been.  This is not so much to lose weight but to become healthy and making better choices for my health and the health of my kids.,,3
2617,emilyamanda2308,25.0,Female,"Farndon Ward, EN",Farndon Ward,EN,,,,,3
4371,K3atie,41.0,Female,"Furzton Ward, EN",Furzton Ward,EN,,5 ft 7 a skinny locked in a fatty body. (for the moment),"Health, Lower blood pressure - naturally","learn to Run; Enjoy buying clothes again; My Man, and seeing his efforts",3
9671,whitefang66,49.0,Male,"Heathfield Ward, EN",Heathfield Ward,EN,Need that beach physique!,,"I want to attract sexier women than the ones I usually seem to atract.. having lost the weight, I am now working on toning up muscles and flatteni9ng the tummy :)",1. I want to be more attractive to women.; 2. I want to be fit and healthy!; 3. I want to look good naked.,3
8397,smelons,37.0,Female,"Inkberrow Ward, EN",Inkberrow Ward,EN,,"M.E. and endometriosis sufferer. Been following the candida diet for 3.5 years, with a couple of modifications... :) I LOVE my food and hate being hungry. I enjoy cooking and eating healthily, although I am human and slip up occasionally. My weakness is salty snacks. :)","I once got up to 150 lbs (nearly 11 stone) and at 5ft 2"" with a tiny frame, I looked and felt horrible. I put on weight easily and am unable to do strenuous exercise, so need to be very careful what I eat. I'm fed up of being unfit and I also have a big belly that needs to go! I only want to lose 14 lbs (when I joined the site it was half that, so I've put weight ON!), but it's proving difficult...",,3
1681,chrissyhissey,58.0,Male,"Leighton Linslade Central Wa, EN",Leighton Linslade Central Wa,EN,,,,,3
4649,KellyMoger,26.0,Female,"Wells Central Ward, EN",Wells Central Ward,EN,,"I enjoy running road/cross country, dance, Vinyasa Yoga and recently started a weights programme which I'm really liking. Only been gyming for about 2 months, usually running, dancing swimming etc.",Look better. Run Faster.,To get really defined muscles; Improve my running speed,3
1860,combatreadycat,44.0,Male,"Brooksville, FL",Brooksville,FL,,,,,3
462,amykay9377,38.0,Female,"Gainesville, FL",Gainesville,FL,The Lazy Lady,"I've been chunky or fat my whole life. I weigh more now than I did when I was 2 weeks overdue with my daughter. After she was born, I weighed 170.    However, thanks to Depo Provera and yummy baked goods, I gained over 50 pounds, maxing out at 224.   I am a recovering nicotine addict with asthma and osteopenia (thanks, Depo).   I also have Selective Eating Disorder / Food Neophobia (we used to just be called Adult Picky Eaters). Foods scare me, create panic in me, or otherwise give me a psychological reason to not eat them. Texture is a big problem for me.   Highest Weight - 224  Current Weight - 210  Goal Weight #1 - 192  (How much I weighed at my last OBGYN weigh-in before I gave birth, 16 years ago)  Goal Weight #2 - 170  (How much I weighed after having my daughter)  Goal Weight #3 - 164  (60 Pounds Total - 12 bags of sugar)","I started exercising by walking and jogging (wogging) so that I could complete the 2013 Disney Princess Half Marathon. However, along the way, I realized that I like this getting healthy thing and want to change my life for the better.   Goals: 1 - Run the Princess Half Marathon in 2013 - COMPLETED  2 - Run the Celebration Half Marathon in 2014 - COMPLETED  3 - Run for ONE MILE without stopping  4 - To be OUT of the Fat Lady Section for pants/skirts/shorts - COMPLETED 2012  5 - To be OUT of the Fat Lady Section for tops  6 - Break 12.5 minute miles  7 - To be able to eat an apple or celery without vomiting","My daughter, now 16, is the spitting image of me at her age; Myself - I'm worth it!; The gym teacher who told me I was too fat to run, and gave me an F",3
1390,caroarcia,50.0,Female,"Gainesville, FL",Gainesville,FL,,"Passionate cook, mom and wife. Like taking care of others and enjoy my work at home.",Just to feel good and like what i see in the mirror,Fit into all my jeans; Love being thin,3
619,anonniemouse,31.0,Female,"Bowersville, GA",Bowersville,GA,,Some facts about me: *My favorite color is purple. *My favorite holidays are Halloween and Christmas. *I have two cats and a dog.,"For the past five or so years, my weight has been swinging up and down, and then up, up, up. It's time to take charge of my weight. Here's to a new start!  Goals: 1) Lose 5% of starting weight. **Met 2/22/15** 2) Lose 10% of starting weight. **Met 6/7/15**","All those clothes in my closet; A stronger, healthier me; Less knee and back pain",3
1490,cdcllcga01,53.0,Male,"Duluth, GA",Duluth,GA,Health Trumps Career,"I turned 52 in 2014 in bed with a bad back - a bulging disc, a ruptured disc and a few other problems.  Spent 8 weeks bed ridden total.  I'm 6' 0"" and at 247 lbs and 40% bf (as of Dec. 2014), I'm in absolutely the worst shape ever.  My wife is a mirror image.  We've always put our jobs/careers ahead of our health.  And fortunately we enjoyed some success because we both decided to make a huge change for 2015 - we both retired early this past December in order to prioritize improving our health.  Very scary, but we both know it's the right thing to do.  03/22/2015 - hit first big milestone - 219 lbs and 29.7 BMI - I'm no longer clinically obese!  05/10/2015 - hit second big milestone - 211 lbs - this puts me over the half-way point to my goal weight of 180!  Total of 35 lbs lost in 18 weeks - so right at 2lb/wk average.  5/26/2015 - hit another milestone - have now exceeded my previous weight loss effort of 6 years ago.  7/26/2015 - Out of the 200's and into OnederLand!  9/99/2015 - Hit normal BMI (< 184)!  9/99/2015 - Hit initial GW of 180!","I want to improve my health, look better and avoid a recurrence of back problems.  I want to do all I can to ensure ""quality of life"" on the health front.  That's why I will be 185 by my next birthday!",Going through this process with my wife; Improving my health; Improving my golf game,3
6931,notfbam,54.0,Female,"Jefferson, GA",Jefferson,GA,,,,,3
9352,tromeri,47.0,Female,"Waverly Hall, GA",Waverly Hall,GA,,,,,3
1952,crisssy19,34.0,Female,"Bolingbrook, IL",Bolingbrook,IL,,,To take care of my heart,,3
5240,lenkearney,65.0,Male,"Louisville, KY",Louisville,KY,Grandpa 2.0,"Been heavy all my life.  As a kid, when mom took me shopping for clothes, I thought ""Husky""  was a brand name.  Have lost, and regained,  weight several times.   Not a natural athlete, I have to work hard to be average in athletics.  Today - cancer survivor, granddad, husband, executive","I know I am overweight, but - I am a man- so I think of it as being large, brawny, burly, stocky and overall not bad.     Had a rude awakening when I saw myself in a picture with my grandson - add Blob to those descriptions.    I don't want to be average anymore.  weight 220 BF  31% LBM 154 #        BF    66# goal 180  BMR 1878 TDEE 2582 (light)",I take care of everyone else; i want other men to be jealous; I want to do a Century bike ride; I want my wife not to be embarrassed when I take my shirt off,3
3629,isntitabeauty,23.0,Male,"Baton Rouge, LA",Baton Rouge,LA,,,,,3
2389,drdeany,51.0,Female,"New Orleans, LA",New Orleans,LA,,,,,3
5387,lisab64mfp,51.0,Female,"Engadine, MI",Engadine,MI,,,,,3
8941,tckelly,45.0,Female,"Mesick, MI",Mesick,MI,40 is FABULOUS!!!!,,,,3
2847,Felter,44.0,Male,"Meskegon, MI",Meskegon,MI,,,,,3
5020,laceykarsjens,28.0,Female,"Albert Lea, MN",Albert Lea,MN,,,,,3
7987,sbyates,56.0,Male,"Saint Paul, MN",Saint Paul,MN,,,,,3
4676,kendrakay1,22.0,Female,"Winthrop, MN",Winthrop,MN,,,,,3
8138,sharrington64,32.0,Male,"Asheville, NC",Asheville,NC,,,,,3
3093,golewis69,56.0,Male,"Charlotte, NC",Charlotte,NC,,,,,3
1829,Coach74sb,63.0,Male,"Indian Trail, NC",Indian Trail,NC,Finally getting fit (again) in my retirement.,"Once active, trim, athletic male who recognizes need to recover that profile.  Loving retired husband, father, grandpa & cancer survivor who wants to live long and healthy for his family and himself.",To feel comfortable in clothes again. To live to be an active 100 years old. To care for my Janie. To fit into skinny clothes again. To walk and not have my knees hurt. To get off of all medication.,"My loving wife Janie, who relies on me.; Grandgirls Lila, Eliana & Maddy, who count on me to make them smile.; My kids Maggie, Katie & Tim, in whose lives I want to be for a very long time.; To be a healthy cancer survivor.",3
50,3HopeFUL,52.0,Female,"Merrimack, NH",Merrimack,NH,,,,,3
5275,lfroehlich,36.0,Female,"Henderson, NV",Henderson,NV,,,,,3
2751,eva_marie123,21.0,Female,"Garoga, NY",Garoga,NY,,Hi my names Eva. Im 18 and just finished High School :). I am soo excited for the summer and am going to major in nutrition next year!! Hw: 165 (winter2010/2011) Sw:147 Cw:134 Gw:130 (hopefully by fall)  I don't like meat so I don't eat it but I do eat seafood. Making this change has made me feel better and has helped me to lose some of the weight so far.,To LOVE myself and be confident and healthy when I go off to college.,The beach and summer; Clothes and fashion; My health,3
7863,rtwinrn06,43.0,Female,"Sidney, NY",Sidney,NY,,,,,3
228,ajnemerald,49.0,Female,"Grove City, OH",Grove City,OH,,"I'm a single mom to two adult daughters, one married, one living at home and attending college. I joined MFP in February of 2012 looking to finally lose weight once and for all.  After reading many forum posts, I discovered the Eat More to Weigh Less philosophy and knew that was a lifestyle I could embrace.  While starving never made sense to me, I never knew the science behind it until I found the information here.  It has made this so much more enjoyable and I am now looking forward to a long life of eating for my health.",To look and feel my best.,My children.; Living a long and healthy life.,3
4573,kbenzacar,45.0,Female,"Vaughan, ON",Vaughan,ON,,,,,3
8645,stevenplumlee,38.0,Male,"Baresville, PA",Baresville,PA,,,,,3
9731,Woffordt93,45.0,Male,"Pendleton, SC",Pendleton,SC,,,,,3
4574,kbla06,58.0,Female,"Prince Albert, SK",Prince Albert,SK,,,,,3
3497,huttontorgerson2014,36.0,Female,"Regina, SK",Regina,SK,,,,,3
136,acmartin1960,55.0,Male,"Baxter, TN",Baxter,TN,Never tooo late!,"51 year old man. Retired Air Force, currently a teacher. 50 pounds snuck up on me in 3 decades, now its time for them to go. I want to get back in to running.","Life requires movement, and I haven't been moving much. I want to lose weight and gain fitness for my family, my health, and my ability to continue doing the things I love to do.",Health,3
9221,TnGrits,58.0,Female,"Elizabethton, TN",Elizabethton,TN,,,,,3
194,agalassie,25.0,Female,"Nashville, TN",Nashville,TN,,,,,3
9009,Tessa_erwin,41.0,Female,"Liberty Hill, TX",Liberty Hill,TX,Enought is Enough,"I am 39 Yrs old, been married 16 yrs to the man of my dreams. I have recently quit smoking (4 months) now, and now that I feel that I have conquered that demon, I want to take on the last vise in my life. I have had a food addiction my whole life. I was not taught how to eat (or cook for that matter) healthy foods and I have found that having to learn of this ""new lifestyle"" stuff and be quite overwhelming at times, however I will never stop trying to conquer this battle. I have tried and tried over and over again to get this under control, One day I WILL acomplish my goals.  My current weight: 265  My Goal weight is : 125 Current Pants size: 24 Current Shirt size :4X",- I want to be and feel stronger  - I want to be able to wear anything and not feel the need to hide my belly  - I want to be healthier,Live longer with my wonderful husband; Not feel tired and worn down anymore; Look better,3
4786,kinglerxst,51.0,Male,"Woodbridge, VA",Woodbridge,VA,,,,,3
9231,toebass,29.0,Female,"Melbourne, VI",Melbourne,VI,,,,,3
9667,Whiskeytub,33.0,Female,"Berlin, VT",Berlin,VT,,,,,3
2232,dick2317,64.0,Male,"Coleshill South Ward, WA",Coleshill South Ward,WA,Fat Boy Swim on a Mission,Aged accountant who works from 730 till 1800 at a boring desk in a boring garden centre- less boring now we are making money again! Sedentary doesn't really go half way to describe it!,My daughter is getting married and if invited (not happened yet) I decided I don't want to look like Captain Mainwaring's jolly drunken brother (the black sheep),Seeing body south of neck; Not out blobbing my counterparts; Want to look 25 again,3
1638,ChickieBomBom,43.0,Female,"Arnott, WI",Arnott,WI,Trapped in a Fat Suit,"I've lost weight before, lots of weight! I was chunky as a child as lost my first large amount of weight when I was in 7th grade. Later in life, when I decided to have children I gained approx 70 lbs each time... all 3 times, but then lost it all 3 times. The last child I maxed at 216 lbs, went on a major diet and excise kick and got down to about 120 lbs! Now, 12 years later, I weigh almost as much as I did then..and I'm not pregnant this time!!! I am coucious about what I eat, but it's still too much for my 5'2"" frame and an office desk job. I was working out over the 12 years, but now where near the intensity as I was when I lost a lot of wieght the last time. One thing that was a success the last time was cutting the carbs and watching the fat! And no alcohol. And a splurge day once a week. When I was lighter and closer to my goal weight I ran 5 miles about 4 x's a week, additional 1/2 hr to 45 min. on the elliptical 2 days of the week and weights 2 xs a week....whew!   Now, I need to get back into that mindset and discipline that brought me success and not fall off track!!!!","I feel uncomfortable physically and phsycologically and see my body in the mirror and I think I look disgusting! I see my face in the mirror and I don't think it looks like me. I feel like I'm trapped in a fat suit or cocoon! I have a TON of really cool clothes any where from a size 3 up to a current size 16-18. Many of those clothes still have tags on and I want to wear them before they go out of style! I also want to look good in a bikini again, be more irrisistable for my husband and be a good example for him, fit in more socially and not feel like an outcast cause of my shape and be able to run again without weight related injury.",Fit in my size 5 - 7 jeans and smalls/mediums; Being able to run without injury; Finally be able to clean out my closest and weed out things; Being able to buckle my shoes without problems bending over,3
7924,samanthapeters75,27.0,Female,"Ashwaubenon, WI",Ashwaubenon,WI,,,,,3
4128,jmluther2,45.0,Female,"Greenfield, WI",Greenfield,WI,,,,,3
7834,roxilegend,23.0,Female,,,,,"My name is Hayley. I'm 23, recently married, and have two dog-children. We live in a small town in Alabama where everyone knows your name - as well as your business. Needless to say, I've heard a lot of snide comments about gaining weight since I've graduated high school. Sure, I've tried tried before to lose weight. Who hasn't? Truthfully, I lack the motivation to actually do it. I hate exercising, and I love food. I am, however, trying to change that balance. Hopefully MFP and the friends I make here will help me achieve my goals.","I want to get in shape to feel confident about myself again. I haven't felt that way since high school. I want to show others that losing weight isn't a myth, and gain knowledge to help my family with their goals, too.",Preventing diabetes; Feeling better about myself,3
7941,sammiedizzle,25.0,Female,,,,,,,My self confidence; Long term health and fitness,3
1257,buncey47,28.0,Male,,,,,,,,3
8983,TenesiaFilzen,31.0,Female,,,,,,,,3
1167,bricozart809,31.0,Female,,,,,,,,3
5706,mangledspoon,31.0,Female,,,,,Trransferred from another website as this has the iPhone app :),Want to run 5k in 25 minutes or less...,Runner's blogs!; Those jeans...,3
3063,gmp1981,33.0,Female,,,,,,,,3
8240,shrikeh,39.0,Male,,,,,,,,3
9709,wintandkid,41.0,Male,,,,,,,,3
8516,spin1637,45.0,Male,,,,,,,,3
8873,Taniamcy,48.0,Female,,,,,,,,3
1530,Chadwickep,42.0,Male,"Lacombe, AB",Lacombe,AB,Your Mind Will Quit Long Before Your Body Ever Will!!!  Strengthen your Mind and your Body Will Follow ,,,I need to be an inspiration for my children!; I want to be able to have a better golf game.,2
6441,Motofan81,34.0,Male,"Fultondale, AL",Fultondale,AL,"Get Swoll, Son!","6'2"" Presently about 195lbs (started at 280lbs fall 2013)  Single dad, designer/ production coordinator, and generally awesome","For myself and for my little girl, want to make sure I can keep up with her and be there for her",My little girl; Feel better about myself and just be healthier; My grandfather,2
4313,juliejewels66,49.0,Female,"Apple Valley, CA",Apple Valley,CA,New Beginnings,,I want to be able to play with my grandbabies,"Asher, Avlyn, David III, Amelia",2
2116,DanLipnitz,27.0,Male,"Box Springs, CA",Box Springs,CA,,,,,2
7704,RJNRJN,35.0,Female,"Camarillo, CA",Camarillo,CA,,,,,2
2309,Doctor_James,21.0,Male,"Esparto, CA",Esparto,CA,,"Stanford student, studying Chemical Engineering",Like to lose some weight to be a little more active. Be less fat.,,2
6841,Nieves78,37.0,Female,"Firebaugh, CA",Firebaugh,CA,Finally achieving my Goals,,"I wish to be heathier for my family, and inspire them to do the same",,2
85,aartig555,30.0,Female,"San Jose, CA",San Jose,CA,,,,,2
5084,lanejensen,61.0,Female,"Sherman Oaks, CA",Sherman Oaks,CA,,,,,2
1021,blairwithredhair,27.0,Female,"Washington, DC",Washington,DC,Blair's Ballin' Mission,"I've tried Nutrisystem and Weight Watchers with little success.  I am now going to cross reference this with WW.  I gained 30 lbs between high school and the end of college.  My weight has yo-yoed.  Since being diagnosed with Hypothyroidism in 2012, I've gained another 25 lbs.",My family can eat whatever they want and not gain a pound.  I take after my dad's family.  I want to look and feel lighter and healthier - and be able to wear the clothes that i like.,My friends have lost a lot of weight recently (each 20+ lbs in 4months); I want to buy new clothes without guilt; I want to get more in shape in order to run a marathon.,2
6715,nav0208,24.0,Male,"Handsworth Wood Ward, EN",Handsworth Wood Ward,EN,,,,,2
9075,ThePolishExperiment,28.0,Male,"Heron Ward, EN",Heron Ward,EN,From Fat and Flabby to Fit Fighter,"I'm 27 years old, been married to my beautiful wife Marie Bolt since August last year, and been together 4 years, and couldn't be happier. Been struggling with properly losing weight for years and years, and recently slipped my disk again, the same one I did four years ago, and so I have finally found the drive and motivation that I need to take this whole thing seriously which is to prevent myself from getting injured again and to get in the best shape of my life and just improve day in day out.","I have done martial arts all of my life, and I stopped about 5 years ago due to shoulder and various other injuries, but I am pain free now, and as such, I just want to now focus on getting healthy, and getting in great shape and staying in great shape, reduce my body fat and get back to enjoying life rather than struggling with pain all of the time.",Knowing that everyone is waiting for me to slip up and fail; Proving everyone who doubts me wrong; Proving to myself that I'm not a quitter and I can do anythin I want; Making sure I get in great shape so I can enjoy a pain free life,2
2784,fairypies,24.0,Female,"Shrewsbury, EN",Shrewsbury,EN,,,"To be healthier, and to feel happier in my skin, I'd love to feel proud of my body and how I look, and I'm getting there :D",Looking and feeling my best; Getting married July 2015 and wanting to look at those photos and LOVE them; Being healthy and looking after my body!,2
8204,shesellsseayshells,30.0,Female,"Gainesville, FL",Gainesville,FL,,,,,2
