userid,foodid
3729, 41 67 69 133 212 577 435 166 194 395 309 125 213 137 114 322 530 807 38 396
3743, 107 81 69 4 178 173 212 294 2 577 104 395 435 309 166 114 194 105 396 272
3751, 102 192 69 173 2 395 137 261 194 114 105 125 73 129 442 244 38 807 402 86
3760, 102 61 192 47 133 4 167 178 1 2 322 309 73 129 232 442 244 382 529 5
3762, 41 69 178 212 167 1 194 309 105 125 213 137 114 530 38 168 396 272 284 839
3765, 1 2 322 369 114 213 125 272 284 404 529 5 53 437 97 162 696 76 225 757
3772, 41 117 133 83 4 167 178 173 104 322 395 137 435 261 369 105 272 284 129 232
3773, 80 69 178 294 577 1 173 166 194 395 105 125 261 114 38 168 272 129 604 442
3774, 25 19 102 81 110 230 47 69 173 294 577 104 322 435 530 166 194 213 105 839
3775, 25 61 230 47 117 224 4 83 167 294 1 173 2 137 322 168 213 839 309 261
3777, 42 41 102 81 67 192 47 4 178 173 212 395 435 530 166 194 114 105 839 272
3784, 41 80 61 192 69 4 294 322 395 168 309 369 194 114 105 73 284 22 244 529
3785, 42 117 47 4 167 178 1 435 168 530 125 73 284 129 232 442 22 404 5 185
3789, 117 192 4 178 2 166 194 213 105 73 284 129 442 22 244 404 382 5 185 437
8824, 42 80 102 110 230 224 192 133 83 69 173 1 577 2 322 435 168 530 166 309
3794, 42 230 67 117 224 178 137 435 530 166 261 309 194 396 272 22 404 506 38 53
3795, 178 435 395 125 261 213 104 272 284 73 402 404 436 185 791 68 86 437 244 757
3797, 80 117 133 83 212 577 2 395 168 166 261 369 194 114 105 839 125 272 284 232
3800, 139 41 81 80 19 117 67 83 133 69 192 167 178 4 369 577 168 261 1 125
3802, 80 224 192 133 167 212 1 577 104 137 530 166 369 114 105 73 284 129 232 442
3807, 18 25 107 42 41 102 230 117 67 192 47 224 69 178 212 294 2 577 104 395
3815, 107 42 19 230 67 224 83 69 167 178 173 294 1 577 104 322 137 435 530 369
3819, 107 42 41 102 110 67 192 133 83 69 4 173 294 212 1 2 322 395 137 435
3824, 42 80 81 61 110 67 224 83 69 167 173 212 1 577 322 137 435 530 166 261
3828, 47 4 294 104 137 395 105 309 194 22 437 232 272 807 162 669 32 124 38 419
3833, 19 102 192 133 173 1 322 137 530 261 194 105 396 73 129 232 22 382 529 185
3835, 41 67 224 192 83 4 167 173 294 212 1 577 104 2 322 395 435 168 261 369
3836, 102 117 224 47 133 83 69 167 173 294 212 1 577 104 322 137 435 168 530 166
3838, 81 110 224 294 1 577 395 369 213 396 73 284 129 232 442 22 244 404 382 5
3839, 18 42 80 19 4 41 230 261 192 807 167 212 395 577 117 67 162 294 224 133
3840, 42 67 117 224 192 69 178 212 1 530 166 261 309 194 114 125 396 73 272 284
3841, 19 224 83 173 212 2 435 369 125 396 73 284 129 232 22 244 404 529 5 506
3849, 102 230 224 69 167 212 1 577 2 395 137 166 261 309 369 194 114 105 125 396
3859, 44 201 222 177 898 4601 2726 3134 4188 3394 2660 3282 4708 4706 5306 4900 4471 114 2982 2836
3870, 25 81 61 67 224 83 69 167 178 173 294 212 104 2 322 395 168 166 369 213
3872, 224 133 167 104 322 137 2 213 261 284 105 404 839 129 382 22 529 185 807 402
3875, 42 110 230 67 192 47 167 178 212 2 577 395 435 168 166 137 261 194 213 105
3893, 19 117 47 133 83 4 167 178 168 261 114 839 396 284 129 232 244 529 185 506
3894, 102 224 69 294 212 1 577 395 530 166 369 105 125 396 73 272 442 244 404 382
8841, 2229 898 42 69 19 102 992 1 1382 384 76 114 133 67 402 110 22 4 906 396
3899, 80 110 69 117 167 173 294 1 530 435 166 261 114 369 73 125 284 38 839 272
3901, 216 539 210 1524 541 567 282 3948 315 3751 3670 2515 3461 1579 3674 229 568 2509 2536 82
3903, 230 224 104 322 435 530 261 114 213 839 125 73 272 284 404 382 5 807 437 97
3909, 25 80 81 110 230 192 47 133 83 178 577 2 322 395 137 168 166 309 369 114
3912, 42 117 224 192 4 1 577 104 395 137 435 530 309 369 194 105 125 396 73 272
3914, 19 192 133 4 212 137 168 166 125 396 73 232 22 53 807 97 402 397 86 459
3917, 34 107 80 67 117 224 47 133 83 69 4 173 294 577 104 395 137 168 166 261
3918, 107 102 81 230 224 192 47 83 69 4 173 2 322 395 137 435 168 530 166 261
3924, 110 67 192 47 83 4 167 178 173 212 1 104 2 322 395 435 309 369 194 114
3929, 47 167 173 839 73 22 404 529 5 185 38 53 437 97 402 162 124 696 76 225
3930, 102 47 83 69 4 178 173 294 212 577 104 2 435 530 166 261 105 125 73 284
3934, 80 110 224 178 294 212 577 2 395 137 435 166 261 309 369 194 114 213 105 125
3938, 139 80 110 117 192 47 133 167 104 322 137 435 168 530 261 309 114 213 105 125
3946, 125 645 451 110 81 353 224 1 114 83 166 384 294 577 530 2 117 261 396 73
3956, 80 117 133 83 173 104 2 435 168 166 125 442 244 5 185 506 38 53 162 763
3960, 42 19 102 61 230 178 4 294 577 435 1 173 105 261 322 530 104 807 272 284
3961, 83 69 322 577 261 168 114 369 105 309 194 529 185 506 125 162 402 604 97 124
3962, 230 261 114 839 396 129 284 382 38 437 53 807 97 402 86 459 604 162 48 696
3963, 42 80 81 67 224 192 133 294 577 2 322 395 137 166 261 369 194 105 839 396
3967, 102 577 322 435 168 194 396 185 53 97 397 162 86 225 636 118 65 171 882 449
3969, 107 42 61 110 230 67 192 133 47 167 69 173 212 294 577 104 322 2 530 168
3978, 42 110 117 178 69 167 83 435 577 194 395 530 114 309 166 73 839 105 213 272
3984, 107 41 110 47 133 4 167 178 173 294 212 577 2 322 395 530 166 261 369 213
3988, 102 69 83 133 166 194 395 125 261 530 38 369 284 604 73 5 436 185 68 86
3992, 19 192 47 1 2 322 435 530 166 261 369 125 272 284 232 442 22 244 404 185
3994, 42 102 230 117 47 178 322 168 530 261 309 194 213 105 839 396 73 284 129 232
4002, 102 110 47 133 4 178 212 1 322 435 168 530 261 194 125 396 284 442 22 244
4007, 25 192 230 67 69 178 47 133 212 577 435 1 173 194 395 261 322 530 807 168
4008, 25 41 81 230 47 224 4 178 173 212 2 577 395 435 322 166 369 114 194 105
8860, 102 230 67 117 133 577 168 530 194 396 73 284 22 404 5 506 38 437 97 402
4017, 25 81 178 117 294 577 435 1 194 395 125 261 322 104 284 442 73 232 5 506
4020, 41 173 168 309 369 194 213 396 129 442 22 5 38 53 86 76 604 636 419 118
4041, 25 107 230 47 83 167 178 173 294 104 2 322 435 168 166 309 369 213 839 125
4045, 25 80 110 230 67 224 69 4 167 178 173 1 2 435 166 369 194 114 125 396
4050, 19 102 61 192 69 4 178 294 212 1 577 104 322 395 435 530 261 114 105 73
4053, 102 61 230 192 83 69 167 178 294 212 1 104 2 322 395 435 530 166 369 194
4058, 80 322 137 168 261 309 839 73 284 382 529 506 437 97 162 459 696 76 225 48
4060, 34 19 41 61 230 83 69 178 173 294 212 1 577 104 322 395 530 261 309 369
4068, 107 117 224 192 4 1 577 2 395 435 261 194 114 213 396 73 272 284 232 442
4073, 61 192 47 261 194 114 213 105 839 125 396 284 232 442 22 382 529 5 185 807
4076, 34 107 41 230 192 47 69 167 173 104 2 395 137 168 166 261 114 213 105 839
4090, 61 192 69 83 224 47 212 173 194 395 105 125 261 213 322 807 38 396 272 839
4091, 41 67 224 192 83 69 178 294 212 577 104 2 322 137 530 166 309 369 194 105
4092, 41 192 133 83 167 104 2 168 261 309 213 105 839 125 396 284 129 22 244 404
4099, 107 42 41 110 117 192 83 167 69 4 173 212 294 104 395 435 166 369 114 839
4102, 224 83 69 4 178 173 212 1 2 104 435 309 322 166 137 114 194 105 839 125
4105, 25 230 117 4 322 166 369 213 839 284 129 232 442 22 244 382 529 5 185 53
4106, 34 25 81 61 110 67 192 47 83 4 178 294 1 2 395 137 435 530 166 261
4109, 80 230 67 83 69 4 294 577 395 435 166 261 369 194 114 213 105 396 272 284
4113, 224 133 83 69 4 173 104 2 137 435 168 166 261 309 369 114 213 396 272 232
4115, 224 192 577 104 2 395 261 369 194 114 105 839 272 284 129 232 442 22 244 38
4123, 34 25 80 67 224 47 83 4 173 294 577 395 435 530 166 261 309 369 114 213
4128, 25 81 61 230 117 224 192 69 4 167 178 173 294 577 104 322 395 166 261 309
4129, 81 61 230 67 47 4 294 577 104 2 322 137 168 530 166 261 194 114 213 105
4130, 42 110 230 67 133 69 4 178 173 294 212 1 577 104 2 395 137 166 261 309
4131, 42 61 110 117 294 212 1 577 322 137 168 530 166 261 309 194 125 396 73 232
4132, 139 34 80 61 230 117 47 133 83 167 294 104 2 395 435 168 530 166 261 309
4134, 133 178 212 294 1 577 2 530 395 435 213 194 114 105 125 73 396 272 22 244
4144, 41 102 69 178 167 4 294 435 194 309 125 322 530 807 38 168 396 272 839 129
4155, 25 80 67 224 178 294 577 166 194 395 105 261 213 114 322 369 396 272 284 839
4156, 107 230 224 47 178 173 212 104 322 137 435 261 309 194 396 73 129 22 244 404
4158, 61 167 173 294 212 2 395 261 114 396 442 22 506 807 437 86 76 48 419 757
4159, 25 42 19 102 117 67 47 224 167 4 173 212 294 2 577 395 435 322 261 114
4160, 42 41 61 117 192 47 69 4 178 173 294 1 104 2 395 435 530 194 114 213
4167, 3443 2745 2904 4971 3183 1950 4662 5262 1526 3134 3488 5059 4952 1993 3061 3426 2581 2360 4352 204
4172, 81 61 67 133 4 173 294 1 577 137 435 168 530 166 369 194 73 272 232 22
4178, 34 102 110 67 69 224 178 4 294 577 435 166 194 105 125 261 213 137 530 104
4185, 107 42 19 61 110 230 83 4 167 178 1 104 2 137 435 309 105 73 284 232
4186, 42 19 102 230 224 178 133 117 167 4 294 577 435 166 309 105 137 114 530 104
4192, 67 178 322 114 396 73 442 404 5 38 437 402 86 124 419 669 882 32 6 161
4198, 227 3406 1349 2836 1352 431 3245 967 3846 3505 2945 1691 1076 201 1700 44 3259 3041 190 3440
4201, 224 83 4 167 178 173 2 137 168 261 194 213 839 272 284 129 232 22 244 382
4204, 41 81 110 230 117 47 133 69 4 178 173 1 577 104 322 137 435 168 530 166
4210, 81 133 173 212 1 577 2 395 137 166 309 194 114 396 73 272 284 232 442 22
4212, 80 1382 67 530 992 117 230 225 376 212 294 261 898 395 105 435 2229 272 104 497
4213, 192 69 294 577 2 322 530 166 261 309 213 105 125 396 272 284 129 232 442 185
4216, 102 230 67 117 192 69 4 167 178 577 2 395 137 166 309 839 73 129 22 244
4219, 107 19 80 110 230 117 224 192 47 133 69 4 577 104 2 137 168 530 166 261
4221, 69 212 309 213 125 73 129 404 529 5 97 402 397 162 763 86 124 696 225 604
4223, 25 61 67 117 224 133 4 178 173 212 1 577 137 435 530 194 114 105 839 125
4224, 42 102 61 110 67 47 69 4 167 178 212 1 577 2 322 395 137 435 168 530
4226, 19 67 192 47 167 212 577 2 395 137 435 530 166 309 369 194 125 284 5 506
4229, 102 110 67 173 167 1 577 530 261 166 105 839 213 73 396 272 232 38 97 22
4234, 230 192 47 83 4 167 294 104 2 322 395 137 435 168 309 369 213 105 839 272
4237, 25 19 102 61 67 69 224 47 212 117 167 577 435 1 173 395 105 125 137 114
4238, 25 19 80 110 67 117 133 69 167 173 294 1 577 104 322 395 137 435 530 166
4241, 102 61 230 83 224 178 133 212 4 577 435 1 166 194 309 125 261 322 530 38
4243, 25 80 81 61 110 67 224 192 47 133 83 167 212 395 137 435 530 166 261 369
4245, 139 34 80 67 117 192 133 83 4 167 173 212 577 2 395 435 168 530 166 194
4246, 139 80 102 110 117 47 133 83 4 167 212 1 395 137 435 168 309 369 114 73
4254, 1076 324 1079 1349 3221 3259 81 102 190 4684 297 2836 201 3041 41 42 19 69 161 530
4256, 25 67 224 178 1 530 137 104 322 839 105 309 194 284 404 232 437 397 185 225
8598, 25 67 117 224 192 173 212 577 104 322 395 168 309 369 194 73 272 284 232 442
4265, 61 133 83 4 294 2 322 369 213 396 73 272 284 129 232 442 22 244 404 382
4269, 19 41 67 69 167 173 294 322 435 168 530 309 194 839 125 396 73 272 129 22
4277, 110 230 192 69 178 167 104 2 137 395 369 166 396 839 213 284 382 22 404 402
4283, 107 80 192 67 69 83 224 212 294 577 435 1 173 166 194 105 125 261 322 530
714, 294 137 435 168 194 396 232 22 404 382 506 53 402 397 763 124 459 696 225 604
4286, 117 178 212 1 577 168 166 309 194 114 105 839 125 272 284 129 232 22 244 529
4289, 102 61 4 167 2 194 114 105 284 129 529 185 38 53 807 437 763 696 76 48
4293, 42 19 47 83 167 178 173 212 395 137 435 309 369 114 213 125 284 129 442 22
4295, 81 102 230 110 69 178 224 173 577 114 104 4 396 83 73 166 47 22 133 395
8908, 107 110 224 173 1 395 309 213 125 839 396 232 442 38 506 807 22 162 402 86
4300, 107 19 102 67 224 4 173 1 104 322 137 435 168 166 309 369 114 105 272 284
4306, 139 25 19 80 61 67 117 133 83 4 178 173 212 577 104 322 395 168 166 261
4309, 41 81 80 61 67 192 4 69 294 212 1 577 435 530 166 261 369 309 194 839
4313, 19 102 81 110 192 47 133 69 173 212 1 322 435 168 309 213 105 839 272 284
4319, 25 19 81 41 102 80 67 69 83 133 212 117 4 435 173 166 194 395 322 530
8600, 19 41 61 110 192 47 133 69 167 178 212 1 2 137 435 168 530 166 309 194
4327, 80 192 83 224 212 117 167 4 577 435 166 194 309 261 137 114 104 807 168 396
4333, 25 110 67 133 4 69 577 2 322 137 395 166 168 114 396 272 232 442 38 404
4340, 61 67 47 133 178 173 577 322 435 530 105 839 396 272 129 232 404 382 529 5
4344, 42 69 47 294 194 309 125 168 396 284 604 442 232 53 382 402 5 436 506 97
4347, 133 83 294 1 577 2 395 309 213 105 839 125 232 272 404 506 529 185 38 437
4352, 102 230 67 192 69 4 167 178 173 294 212 577 104 2 322 137 435 168 530 166
4359, 139 25 80 117 192 47 133 83 69 4 167 173 577 104 2 435 168 530 369 194
4362, 19 41 102 81 61 83 294 212 1 2 395 137 435 530 261 194 114 105 839 125
4367, 80 230 133 83 69 178 173 294 212 1 104 322 137 530 166 309 369 396 73 272
4371, 224 69 4 294 577 104 395 137 435 166 261 369 194 213 125 73 272 284 232 442
4386, 67 178 173 1 168 309 114 73 272 284 244 382 5 53 437 397 763 86 696 76
4392, 224 133 173 294 1 322 395 435 168 309 194 114 105 125 396 272 232 442 22 244
4393, 34 41 1 80 117 125 396 376 309 114 73 83 230 22 133 402 173 451 261 284
4397, 25 42 102 67 4 69 178 212 167 1 2 322 137 435 530 261 166 114 194 105
4400, 80 4 167 2 213 105 839 396 73 284 129 442 404 5 185 506 38 437 97 397
4401, 107 41 81 80 224 69 117 1 167 435 2 166 194 530 73 168 114 261 839 213
4402, 230 67 224 69 4 173 212 104 2 137 395 435 309 261 369 194 839 125 272 244
4403, 42 192 133 69 4 173 577 137 168 530 194 114 396 73 272 442 529 5 185 38
4407, 81 224 83 69 4 173 294 212 577 395 137 435 530 369 114 105 839 396 73 129
4413, 139 34 42 19 102 117 224 4 178 1 577 104 395 435 530 261 309 369 194 213
4419, 25 102 110 47 212 83 167 435 104 530 2 395 194 168 369 73 396 382 22 404
4421, 81 47 178 104 2 168 261 369 839 125 73 272 442 22 404 529 185 38 437 402
4424, 42 81 117 47 133 69 167 1 104 2 322 137 168 213 105 839 125 284 129 442
4425, 81 110 117 224 69 4 167 178 1 577 2 322 395 435 168 530 166 261 309 369
4427, 42 61 67 178 47 167 294 435 173 194 125 213 137 530 38 168 396 839 129 442
4429, 18 102 110 117 192 133 173 294 1 577 322 395 137 168 530 166 261 369 213 839
4434, 110 230 67 133 47 83 69 212 104 435 530 309 322 168 261 369 114 194 213 105
4435, 34 19 80 81 230 117 192 167 173 294 212 2 395 435 530 166 261 309 369 194
4451, 25 19 41 67 224 192 133 294 577 104 322 395 261 309 194 114 105 839 125 396
4457, 25 81 61 110 117 67 192 47 167 4 212 294 2 577 435 530 322 168 166 137
4461, 81 117 133 83 167 178 212 322 137 435 168 166 261 369 839 125 396 129 232 442
4462, 4138 3807 37 5303 2969 3232 2983 660 4174 5120 102 263 4691 114 1 264 4651 4807 3496 261
4464, 25 42 19 61 230 67 117 224 47 133 4 167 178 173 294 212 1 104 2 322
4468, 41 61 117 69 294 212 1 2 395 435 530 261 194 114 213 105 125 396 73 272
4469, 42 19 47 117 67 224 192 178 83 173 294 104 212 322 435 530 577 2 261 395
4470, 102 230 117 224 83 2 435 166 369 114 213 105 396 272 129 232 244 5 97 402
4473, 139 102 80 61 230 83 133 212 117 4 577 1 166 194 395 309 261 114 322 530
4475, 18 67 224 192 133 83 212 577 104 2 322 395 168 530 261 114 213 105 839 125
4476, 133 69 4 167 178 1 530 309 369 194 114 396 272 129 529 5 185 506 38 53
4477, 224 4 117 178 133 212 294 167 104 369 105 73 396 839 213 272 232 442 529 244
4478, 102 83 224 47 133 117 294 577 173 194 395 309 105 137 104 807 38 168 369 396
4482, 224 167 294 1 173 137 104 322 168 213 839 395 166 105 261 194 125 284 22 232
8939, 19 67 133 212 104 322 137 435 261 369 194 213 125 396 73 272 284 129 442 22
8940, 18 41 102 61 230 67 192 83 69 4 167 178 173 212 1 2 168 530 166 261
4491, 18 25 107 19 110 67 224 192 47 133 4 167 173 294 212 1 577 104 2 137
4492, 133 69 212 2 435 530 261 309 125 396 272 442 382 529 38 53 807 402 86 225
4493, 107 102 61 110 230 67 117 47 4 104 2 168 530 166 309 194 114 213 125 396
4497, 81 224 133 167 104 137 435 530 261 114 213 839 73 272 284 129 232 442 22 244
4506, 230 117 178 47 1 104 168 261 125 839 382 402 244 807 118 506 225 5 162 791
4511, 41 102 110 117 133 47 224 83 173 104 322 530 168 137 435 309 261 369 213 114
4513, 41 80 117 133 83 167 178 173 294 1 104 2 395 530 166 261 369 194 114 125
4518, 81 117 133 47 173 1 104 2 166 168 309 530 369 105 839 73 396 232 129 442
4527, 224 47 166 105 137 114 530 807 38 168 396 22 459 53 402 404 185 791 68 86
4529, 1 104 435 309 369 396 232 404 5 807 97 162 86 124 459 76 419 118 757 528
4530, 107 80 110 224 192 133 83 69 178 212 1 577 104 2 322 168 166 309 114 213
4533, 117 167 322 261 168 114 382 22 437 396 185 506 232 162 97 32 124 397 38 636
4535, 61 110 178 133 4 167 294 104 322 137 1 2 213 261 166 168 114 369 105 309
4539, 42 107 19 41 61 81 110 67 69 192 4 47 133 83 178 212 173 294 1 530
4540, 42 81 61 192 133 83 69 167 294 212 577 2 395 137 530 166 309 369 194 114
4544, 1349 1382 4213 2245 1950 1873 2991 431 1449 2296 3021 2936 4048 5465 3723 1691 3854 1095 3376 4507
4546, 466 1837 25 1976 41 2198 47 188 419 105 110 230 67 143 178 3148 402 2282 382 133
8950, 41 110 230 117 192 47 133 83 167 178 173 2 322 137 435 168 166 261 309 369
4551, 110 41 25 81 117 230 129 212 577 449 395 839 2 105 166 224 506 636 104 69
4564, 224 192 47 69 4 178 294 104 322 435 168 309 369 213 105 839 396 272 284 129
4565, 102 81 110 192 47 167 178 1 104 2 322 137 435 168 166 309 369 213 105 839
4570, 41 117 224 178 133 4 167 69 294 104 212 530 577 1 2 213 261 166 395 168
4571, 25 41 19 102 81 67 167 294 322 530 2 435 166 261 839 194 168 213 369 185
4572, 25 230 173 212 1 577 322 166 369 213 105 129 232 442 244 382 529 506 53 97
4573, 107 81 69 192 212 294 577 167 133 83 173 114 194 395 272 839 168 105 384 22
4574, 81 117 67 167 4 224 212 104 322 213 105 839 261 577 402 395 125 232 404 437
4575, 886 192 2910 117 213 224 69 294 435 4 173 425 38 577 53 76 212 194 284 273
4583, 117 4 294 322 435 168 125 73 272 284 232 442 185 38 53 437 97 763 86 76
4586, 19 61 110 224 192 69 4 294 212 1 577 104 395 168 530 166 261 309 369 194
4600, 107 133 69 178 173 294 1 577 104 2 530 114 125 396 73 272 129 232 22 244
4601, 107 19 224 192 47 133 83 173 212 577 395 435 166 369 213 125 396 73 284 129
8959, 42 81 133 83 47 173 1 104 530 137 839 166 232 636 194 506 22 129 284 442
4605, 19 102 61 192 67 69 224 117 4 577 435 1 173 194 395 105 322 104 807 38
4606, 81 133 167 178 294 309 114 213 839 125 272 129 232 244 5 506 437 397 162 124
4611, 42 19 102 110 230 67 224 83 167 178 294 1 137 435 168 530 166 369 114 213
4613, 139 107 80 102 61 110 230 67 117 224 192 47 133 83 4 167 178 173 294 212
4614, 81 69 530 67 117 125 396 192 376 4 212 168 435 167 230 166 22 194 402 451
4623, 19 102 61 69 83 47 167 577 1 194 309 105 125 261 213 137 114 322 530 104
4635, 41 102 67 47 192 4 173 133 69 294 212 104 322 577 435 395 530 166 369 168
4636, 107 47 4 178 173 294 212 104 2 322 395 137 435 168 166 261 369 114 839 396
4639, 107 19 69 117 192 224 83 178 212 294 1 530 435 2 577 322 166 104 261 395
4644, 19 212 69 166 173 230 192 83 224 125 1 259 294 395 4 272 261 530 435 73
4645, 41 117 224 192 69 167 178 294 212 1 395 309 369 213 105 839 125 73 272 129
4649, 80 117 133 2 168 114 284 129 232 382 5 185 506 807 86 124 459 76 636 419
4654, 80 102 81 110 47 83 69 173 2 322 395 137 435 168 261 369 114 839 396 272
4657, 67 224 192 167 212 577 395 168 530 261 309 114 213 105 839 125 396 272 129 232
4658, 230 224 178 294 104 2 322 137 105 232 437 97 402 763 124 459 225 48 118 65
4659, 133 83 395 168 213 22 404 529 244 53 86 459 225 162 48 696 65 118 791 32
4663, 67 104 212 577 1 2 284 369 309 404 194 22 73 529 437 244 506 125 162 402
4665, 224 192 47 83 322 137 435 168 114 213 105 839 125 129 442 22 244 404 382 529
4671, 19 102 117 224 69 178 294 395 137 530 261 309 125 284 129 442 404 382 529 5
4673, 80 110 117 224 192 69 577 104 395 435 168 261 309 194 213 105 839 396 129 442
4676, 19 42 80 83 167 212 178 1 69 224 213 322 839 5 104 577 395 261 2 166
4678, 61 67 192 47 83 212 577 104 2 322 137 168 309 213 396 272 284 232 442 22
4679, 41 110 67 117 224 47 178 173 577 395 137 168 369 194 114 213 105 839 272 442
4681, 110 117 192 47 4 167 178 173 294 104 2 137 168 166 194 213 839 396 73 284
4684, 47 167 104 322 137 309 105 839 125 396 129 232 442 404 382 5 185 506 97 397
4685, 102 67 192 47 69 212 178 133 294 173 577 530 2 395 194 322 166 309 73 114
4690, 139 34 41 80 81 67 117 192 133 83 69 167 577 2 322 395 137 435 168 530
4692, 1 322 435 530 309 369 396 73 272 284 442 22 404 529 5 185 506 38 437 97
4694, 42 67 224 178 133 167 83 173 69 294 104 212 577 137 1 213 261 114 284 309
8976, 42 81 61 110 230 192 133 83 69 4 167 178 104 137 435 530 261 309 213 105
4711, 80 230 224 133 83 69 167 178 173 294 1 577 2 322 369 194 839 396 73 272
4715, 67 178 4 294 1 309 114 322 530 104 807 38 369 396 284 129 604 22 73 459
4716, 102 81 67 224 192 47 83 4 178 104 2 322 395 137 435 166 261 309 369 194
4717, 117 224 83 69 4 167 212 1 104 168 530 309 369 194 114 125 396 73 272 284
4724, 230 117 4 167 212 1 577 322 395 137 194 114 105 839 396 272 232 22 244 404
4727, 81 294 104 395 435 194 114 396 232 404 382 529 506 97 402 397 124 459 696 419
4731, 110 230 133 4 173 212 577 2 395 137 530 166 114 213 73 272 244 404 382 5
4732, 133 178 322 395 442 185 53 437 97 402 162 124 757 65 528 669 6 68 259 45
4734, 61 192 47 4 173 294 212 1 104 322 435 168 530 166 309 369 194 114 213 125
4735, 67 133 83 167 1 577 2 137 435 168 166 309 114 213 125 73 129 232 442 22
8982, 19 102 81 61 117 224 83 4 178 212 1 137 168 309 369 194 213 105 839 125
4743, 80 81 102 61 230 192 83 4 294 1 2 435 530 309 322 261 114 194 213 396
4750, 102 224 192 69 173 1 577 104 2 395 166 261 369 194 114 213 105 125 396 73
4752, 107 42 81 230 224 69 4 178 1 577 2 322 435 530 309 194 114 839 125 396
4756, 67 83 178 133 167 294 1 173 166 213 322 104 807 168 369 396 839 129 604 442
4763, 1171 3613 4714 996 4993 2865 3269 961 1002 839 425 3267 756 3684 2236 3273 4256 3597 213 284
4766, 19 102 81 230 47 83 167 178 212 1 2 435 114 125 396 284 22 404 53 437
4767, 42 19 61 67 224 47 69 4 178 294 212 1 530 166 194 114 213 839 73 442
4768, 42 61 110 230 224 47 133 4 167 178 173 294 212 1 104 322 395 137 435 530
8987, 18 25 61 110 224 1 212 173 435 83 395 577 369 272 309 322 261 104 73 38
4773, 61 47 83 212 1 104 137 168 166 194 213 105 839 125 396 284 129 244 382 5
4774, 80 67 133 1 2 577 104 322 213 839 395 105 309 261 129 73 402 442 437 397
4780, 34 107 110 69 83 133 167 4 1 173 395 125 261 137 114 530 104 807 38 369
4781, 42 102 110 67 117 133 69 4 178 173 104 2 322 395 137 435 530 166 309 194
4786, 25 42 41 102 81 67 47 133 167 173 294 577 2 168 530 261 309 369 105 839
4792, 41 80 117 192 83 173 69 212 577 1 2 261 395 168 369 105 309 194 22 73
4795, 41 80 117 224 192 47 133 4 178 173 294 104 322 395 530 166 309 369 194 213
4798, 577 395 530 261 309 213 125 232 442 22 5 807 397 86 124 225 48 118 791 882
8616, 110 1 577 395 435 168 530 166 309 369 73 284 53 807 97 402 162 86 459 225
4805, 107 41 81 61 117 192 83 69 4 167 294 212 577 104 2 322 395 168 261 194
4806, 34 110 230 224 133 83 167 294 212 577 2 395 435 168 530 114 213 105 839 396
4807, 110 192 83 212 117 294 577 166 194 395 125 261 114 530 38 168 396 272 839 129
4811, 67 117 47 133 83 4 577 104 2 322 395 261 309 194 114 213 272 129 232 442
4813, 110 192 47 167 322 395 137 168 530 261 309 369 194 839 396 284 129 232 244 382
4814, 19 41 110 192 133 167 212 1 577 322 395 435 369 194 839 125 396 73 284 129
4818, 19 102 117 224 133 69 167 294 1 104 2 137 168 530 309 369 114 213 105 839
4819, 41 80 117 47 83 4 167 178 1 2 137 435 168 530 309 213 105 839 125 396
4826, 110 230 322 137 194 73 129 442 244 529 38 402 763 124 459 225 48 636 118 528
4828, 139 107 80 81 110 230 117 47 133 83 167 173 212 104 322 395 435 168 166 261
4829, 609 192 81 117 807 261 167 577 722 322 212 395 67 436 178 369 104 3739 309 970
4836, 41 224 133 178 4 69 117 104 213 294 839 105 185 168 449 763 487 244 232 171
7633, 107 19 80 81 102 230 117 47 224 4 173 1 104 395 530 309 322 168 137 261
4845, 34 25 110 192 67 69 83 224 178 47 212 117 4 294 577 1 166 194 395 309
4852, 81 61 80 110 230 67 192 47 1 133 83 167 173 435 104 2 322 395 194 369
4856, 42 61 110 230 67 117 4 167 173 212 1 577 2 322 395 137 435 168 530 261
4858, 192 224 47 22 212 105 125 230 382 104 76 232 133 839 636 213 402 284 261 73
4859, 19 80 102 61 110 230 67 117 192 47 133 83 69 294 212 1 577 104 2 322
4863, 4 178 104 322 137 232 442 22 244 382 185 53 437 97 402 162 763 696 225 48
4865, 61 83 80 19 4 104 230 2102 369 915 696 207 437 133 117 413 244 124 232 1304
4866, 25 19 81 5 80 110 117 230 67 167 83 4 178 192 133 224 69 294 104 212
4868, 110 322 4 133 173 839 406 404 369 437 1 124 1288 763 212 5 882 261 6 232
4884, 25 42 67 117 224 192 47 133 83 167 178 173 294 212 1 577 104 2 322 395
4885, 61 67 117 69 4 178 294 212 1 577 2 322 395 168 530 166 261 309 194 114
4886, 81 69 167 104 322 168 369 105 125 396 272 22 244 404 38 97 763 86 124 696
4889, 41 61 117 47 83 178 294 212 104 2 322 137 168 261 309 369 105 839 125 272
4895, 34 80 102 230 47 133 83 4 173 322 168 530 261 309 369 114 839 125 284 22
4897, 41 61 117 224 83 69 4 178 173 294 1 577 104 322 395 530 166 261 309 369
4898, 42 80 102 61 110 67 192 47 4 167 178 212 1 2 322 395 137 435 168 530
4903, 107 230 167 178 173 294 1 577 137 435 261 213 125 396 272 284 442 22 404 382
4904, 34 67 47 167 104 322 137 435 166 261 309 369 125 396 73 272 284 129 232 442
