userid,foodid
3828, 394 1046 1134 531 535 637 2636 918 291 232 1924 82 1096 1264 407 1612 450 509 958 1113
3833, 19 2730 754 611 380 1300 1288 3186 194 425 709 501 144 1113 1130 445 494 1305 1678 262
3835, 2145 324 2053 537 404 383 863 272 218 242 1427 41 228 731 539 1917 67 756 179 1018
3836, 247 1834 6 691 720 522 236 262 436 362 958 2177 124 3247 921 450 2102 1399 1890 835
3838, 87 1651 388 249 384 921 726 616 904 1153 493 2521 1300 1940 473 362 611 2056 12 828
3839, 18 80 2177 337 644 427 576 2277 1458 230 1335 3186 691 4 90 563 86 198 787 2190
3840, 42 1924 1205 93 346 739 2335 1853 2054 1154 2302 1105 1051 1153 842 1162 68 484 1144 930
3841, 19 24 899 644 936 130 1669 383 125 977 1697 664 1127 330 919 3586 109 2102 595 1822
3849, 45 847 188 132 1134 2000 1754 2102 317 7 484 787 175 535 1398 730 524 755 2388 90
3859, 132 119 1756 2153 940 273 887 211 985 247 90 609 1134 3184 2605 847 1016 812 890 606
3870, 216 331 302 620 1524 2900 510 25 1335 327 446 532 541 282 1948 889 798 615 2503 256
3872, 1470 269 1300 352 1948 1576 330 266 2636 630 537 618 1651 930 2467 828 384 287 475 2642
3875, 1095 616 1298 1288 229 644 992 545 2059 646 313 354 504 1084 757 201 42 131 134 1335
3893, 1315 748 2233 170 691 1082 324 1130 381 918 19 433 118 334 136 3731 2550 439 1366 620
3894, 1474 1084 1924 1153 442 246 907 756 741 56 771 2605 265 1655 1288 1298 769 247 473 211
8841, 919 262 295 207 799 19 2613 110 1756 778 67 652 2602 83 630 173 640 396 307 1168
3899, 755 689 110 147 907 28 978 228 628 80 427 155 99 211 2237 565 290 921 193 765
3901, 216 362 539 82 567 1524 791 229 838 969 620 1351 81 807 518 798 541 14 69 17
3903, 985 2225 295 1228 940 2020 769 707 33 504 12 324 813 170 1134 1333 389 62 2550 304
3909, 25 1085 133 919 1932 443 403 3166 455 295 418 1907 793 110 2704 858 531 1492 833 859
3912, 691 1474 936 1153 484 1288 1095 2195 566 317 908 99 134 887 119 1250 1162 1130 778 597
3914, 918 1628 24 810 556 898 1728 721 1365 1127 1168 1939 84 59 287 849 376 179 1398 324
3917, 34 175 107 1248 297 122 1907 8 453 256 201 179 1932 963 1398 838 1939 771 1628 1304
3918, 107 1628 513 2167 1294 545 822 2602 475 102 38 1234 970 253 494 2252 2292 1398 1264 137
3924, 952 731 3 249 1294 2177 392 192 427 778 402 1917 3247 720 509 528 443 730 756 994
3929, 249 606 597 334 7 233 462 211 969 497 1084 620 1300 1650 2102 291 772 147 906 465
3930, 209 721 1405 947 919 425 1234 535 1834 497 2521 1669 630 899 846 68 958 936 2208 102
3934, 337 1299 1007 2033 1651 1071 445 755 201 503 160 3438 1365 147 591 1042 730 1694 1168 838
3938, 1804 216 574 334 1082 139 918 451 2626 2089 7 1478 2491 1366 616 1155 826 771 86 1576
3946, 2730 73 274 330 534 81 1943 110 2605 1202 1221 342 1874 443 503 224 228 882 60 1458
3956, 317 242 246 291 1586 229 669 1458 24 1697 3247 263 2277 253 269 1427 1584 209 1768 1599
3960, 42 134 452 858 207 630 888 577 295 209 947 68 2467 1705 276 921 882 1453 348 1221
3961, 1134 262 346 14 938 425 899 652 362 111 1041 260 228 2233 1143 1402 951 147 535 935
3962, 179 211 453 198 921 262 90 249 1335 645 253 721 1715 27 1288 767 549 1206 423 1586
3963, 42 597 80 468 1669 899 87 284 48 1399 111 1369 123 94 396 81 1105 449 364 737
3967, 1834 1084 793 392 1930 1719 930 1935 776 915 233 1645 576 394 621 513 111 755 2197 594
3969, 42 113 1618 509 1256 1967 61 291 273 749 1261 290 1452 347 1151 971 423 87 994 1212
3978, 707 721 99 42 423 175 918 368 122 341 2102 952 1217 771 2549 167 1837 6 1697 2177
3984, 41 107 179 384 97 597 132 443 563 201 403 348 33 1585 110 712 1452 269 445 2053
3988, 654 1584 565 193 188 99 1153 102 87 936 134 1552 356 1217 1205 1427 2550 1114 394 726
3992, 947 19 462 56 1366 490 2195 2602 113 262 1612 407 625 1470 1645 443 209 793 2120 406
3994, 42 240 217 731 522 194 534 338 721 376 35 756 136 302 326 195 443 936 341 230
4002, 362 772 754 549 96 1891 919 1754 595 130 33 3617 828 1261 731 837 1274 2281 248 1033
4007, 25 1044 52 147 1740 1154 1301 755 2195 28 17 1427 1335 613 3634 532 772 180 2054 842
4008, 41 136 1264 915 626 580 721 763 908 1585 1365 1217 3186 287 807 179 994 1740 269 173
8860, 771 119 2026 117 211 549 1458 762 219 339 3 638 1362 1304 573 469 2550 1085 443 624
4017, 87 25 368 330 1837 265 1408 1834 484 233 828 1874 2195 591 930 1051 81 2176 1734 747
4020, 1754 1151 822 1624 3247 637 704 394 1333 689 1587 291 453 155 213 29 828 1678 334 197
4041, 107 249 174 1624 1559 1697 12 25 947 1775 406 48 1569 1263 455 307 943 3 339 1779
4045, 25 2281 1398 1719 618 936 640 69 1294 2252 663 2730 2026 1362 534 580 113 2195 756 110
4050, 501 1212 721 503 2225 1754 749 170 293 1403 707 580 1044 395 556 689 767 346 1834 597
4053, 513 1492 230 646 606 369 427 777 798 2636 448 111 1365 784 620 82 193 274 849 413
4058, 323 93 591 348 1113 606 2195 436 1427 119 2159 1365 640 80 1130 179 1451 1221 1228 622
4060, 34 19 41 947 503 403 1362 726 3617 691 845 867 1162 1261 52 709 1102 566 776 938
4068, 107 815 611 828 1105 22 1134 777 2145 506 423 591 392 249 910 1294 549 898 597 482
4073, 295 216 56 302 798 776 1935 3670 2331 793 1585 463 539 2566 347 2636 1943 859 1823 445
4076, 34 1300 626 1264 201 2704 107 1771 391 1405 940 669 591 1470 1890 44 1523 2197 828 2102
4090, 445 606 726 1071 11 1624 842 392 119 2033 908 712 580 21 947 1669 463 858 56 3586
4091, 1221 849 2026 1113 1740 668 778 2153 381 2720 425 1185 712 384 1427 863 2233 771 170 323
4092, 1530 539 838 1536 1524 2900 229 615 779 691 282 665 210 96 2005 235 41 179 1691 625
4099, 42 41 1628 765 755 69 28 188 276 38 919 611 628 1300 394 147 494 1678 584 943
4102, 826 69 1274 1113 663 1585 1051 1780 611 180 417 1586 406 242 380 532 1598 1264 597 11
4105, 323 25 609 14 179 289 418 392 1046 317 709 12 882 1470 847 84 90 3890 1032 841
4106, 25 34 537 1288 1051 1453 355 904 606 233 445 293 482 211 90 94 620 323 348 1305
4109, 99 1834 2521 249 44 357 652 3019 274 381 1143 677 68 152 2072 1451 812 3438 749 847
4113, 396 609 307 1618 5 265 27 1891 2208 1113 1088 392 689 83 938 69 1669 704 195 644
4115, 464 304 613 1205 726 106 2033 169 754 324 287 211 2197 2292 403 628 1002 1624 193 1599
4123, 34 25 147 235 2177 170 1492 730 1399 455 1754 27 534 898 899 625 394 591 293 443
4128, 25 606 566 334 556 985 347 720 1948 1492 45 76 1967 86 194 293 84 934 1408 1256
4129, 304 574 867 534 81 90 82 1935 720 368 712 539 425 194 556 216 246 2268 341 211
4130, 122 110 710 645 636 355 2613 42 217 982 954 93 53 1427 535 3341 1095 755 2590 1113
4131, 42 1042 910 110 772 524 930 407 1061 439 718 1084 1127 936 246 3617 127 343 915 628
4132, 34 376 2735 139 1264 837 453 1907 1612 88 576 891 3028 294 248 935 958 123 61 1697
4134, 1365 3247 1719 599 907 123 392 136 1113 464 621 636 2576 1051 484 1586 748 846 1261 76
4144, 640 308 691 2026 501 2281 475 1740 858 1256 599 356 1883 1299 1335 330 201 1168 469 362
4155, 25 394 455 777 1162 80 2033 771 846 413 382 969 1694 389 936 841 952 907 757 535
4156, 613 418 136 425 204 758 88 2167 1361 580 2550 107 1411 347 3586 1333 497 556 363 274
4158, 691 969 709 522 1669 2033 721 1151 2388 1678 952 455 484 233 616 3773 308 1651 355 1321
4159, 42 212 25 545 418 347 1748 3 53 87 777 161 324 99 943 79 204 626 82 73
4160, 126 1719 289 1212 90 2 566 985 620 295 626 201 147 484 982 1492 219 217 272 404
4167, 1734 204 353 1032 889 392 971 904 529 1890 1889 1315 590 1891 992 1382 1091 936 1234 646
4172, 1728 376 1365 501 1042 1294 665 1228 606 1168 2521 14 1834 1591 2613 188 761 1754 778 1221
4178, 34 99 1924 621 978 295 273 356 68 1754 1587 362 2177 225 134 722 1288 408 1584 784
4185, 107 380 42 1153 545 1274 580 665 625 290 556 94 618 1576 982 440 763 645 134 246
4186, 295 236 42 93 353 240 188 381 891 11 787 399 369 1756 1080 305 302 849 939 837
4192, 591 954 891 815 1217 242 1228 2584 838 971 2521 2153 1299 427 539 982 654 748 1725 465
4198, 1299 1740 2308 170 269 597 509 1948 134 2085 668 821 136 1096 1771 1891 2195 538 870 1261
4201, 217 2033 563 455 2233 1748 484 284 845 938 504 969 132 473 276 364 2153 820 643 994
4204, 838 117 567 568 2900 1113 771 1080 1536 963 178 1501 2503 282 731 1530 315 200 82 123
4210, 263 756 295 289 2549 636 1669 2292 131 93 218 584 324 81 413 443 392 317 459 2626
4212, 80 613 1095 223 664 504 136 845 67 832 27 644 1891 441 1153 266 943 940 347 994
4213, 204 469 1294 1740 1427 87 439 188 12 108 1559 418 1608 613 146 691 2054 1835 302 724
4216, 1256 767 204 2137 1948 162 287 134 765 1113 260 198 812 749 772 407 356 1127 748 573
4219, 19 539 563 107 769 123 52 82 484 282 520 1935 209 930 2225 315 249 350 398 1300
4221, 339 33 630 595 718 248 269 520 394 802 88 606 189 356 2033 363 1429 1399 771 3586
4223, 25 755 1042 771 936 413 838 689 1228 487 171 1697 763 427 1155 96 1153 637 482 8
4224, 591 1042 211 707 33 247 28 888 580 110 904 841 971 556 2000 1474 440 462 394 61
4226, 645 2233 640 229 274 1719 122 717 1261 266 748 1151 200 583 1071 399 799 2733 3586 1046
4229, 799 60 2602 119 1660 199 1452 1835 468 1705 2208 537 717 223 1051 1299 1907 524 3247 2618
4234, 539 838 353 229 453 510 522 201 253 331 918 1524 192 859 188 518 210 3670 606 930
4237, 8 25 19 591 1221 2195 755 276 1719 730 241 691 272 173 532 915 348 501 22 1263
4238, 19 118 117 338 1298 198 654 1105 604 25 2292 462 248 1151 355 1694 468 1669 737 448
4241, 1134 970 2120 904 613 1234 408 777 1452 338 691 394 308 643 1095 233 936 1238 2292 2195
4243, 80 25 849 826 1853 762 940 776 394 307 276 266 580 355 1924 61 125 427 664 1740
4245, 34 821 1096 2233 1168 741 1694 717 139 1315 2277 820 1358 2085 1835 1587 1932 1127 1924 689
4246, 1315 139 407 754 437 229 838 1559 433 289 757 1130 90 126 356 102 539 399 1 611
4254, 41 330 376 1028 453 3 248 82 213 2730 19 1474 969 1458 87 42 290 30 940 731
4256, 1051 417 455 2167 2056 624 25 126 782 1399 709 8 1071 907 1474 352 882 741 473 985
8598, 25 938 1044 79 99 1697 1234 863 616 1298 413 820 838 1151 348 1315 1127 712 921 136
4265, 1585 453 133 223 198 90 1967 2033 247 576 1411 347 289 1728 793 1130 233 595 951 887
4269, 969 1470 1168 771 748 1978 1151 707 322 462 591 1748 534 754 826 475 218 390 971 2467
4277, 181 225 1248 136 11 273 798 1333 918 246 392 189 1939 248 2864 240 1315 137 777 534
4283, 67 710 691 80 1105 616 717 779 382 33 240 765 701 741 2576 6 769 3729 606 484
714, 12 2550 518 1361 1694 1096 60 779 3203 726 1470 2177 776 1780 2826 1264 2467 565 99 822
4286, 2104 410 1804 99 88 181 108 240 821 1352 2190 445 522 503 17 1948 664 1119 193 3586
4289, 465 606 924 534 777 482 867 56 433 112 304 448 1006 599 1033 330 1399 339 1748 628
4293, 44 821 620 534 452 152 207 898 42 963 297 863 339 849 2033 576 918 439 193 1352
4295, 1697 565 973 207 1352 556 1405 180 327 1016 2177 2549 81 534 1691 27 1301 3 317 1889
8908, 455 826 465 293 307 27 1144 501 1361 1742 1476 1176 107 1611 2033 918 624 726 765 427
4300, 204 645 1804 625 638 1645 67 274 1559 1945 935 256 11 209 350 813 394 882 107 2167
4306, 919 90 969 139 289 419 1411 3027 1105 468 25 188 473 1694 173 28 383 837 443 45
4309, 1585 1669 323 307 1458 24 81 449 958 2177 621 97 849 309 628 591 465 48 2380 1205
4313, 19 425 595 921 110 392 907 1153 847 188 1655 84 47 102 28 1127 712 545 1492 708
4319, 41 25 475 99 1365 136 102 1719 1734 80 584 442 918 777 620 1261 1288 443 48 198
8600, 19 244 2602 122 11 1369 1256 2005 556 977 87 259 68 1427 295 1586 380 53 644 606
4327, 535 754 1924 223 475 2521 392 2549 2033 1294 806 209 14 30 87 262 1669 908 497 620
4333, 25 2145 449 2005 849 403 936 453 1261 350 2000 821 1105 1470 1754 84 307 1585 1935 1294
4340, 787 563 209 1261 518 513 425 838 323 501 326 123 302 330 590 755 357 731 708 720
4344, 1889 2313 1907 42 468 403 247 748 1427 969 317 970 2451 2190 594 128 394 2292 838 424
4347, 2281 597 842 119 188 907 889 618 97 849 2626 2521 718 1033 1837 899 1256 247 731 549
4352, 2626 756 180 845 1134 134 7 1105 307 423 1095 353 490 597 1740 1016 709 921 273 720
4359, 139 209 216 25 1105 229 433 22 398 577 123 1361 1405 1576 414 787 803 473 99 353
4362, 473 1398 41 726 81 549 346 1234 468 395 1948 2005 109 1365 591 1728 19 96 1399 1044
4367, 80 721 334 1427 188 403 1 763 1492 620 2208 200 127 2102 748 1392 73 497 455 2292
4371, 563 510 331 73 567 518 69 82 772 520 577 2233 522 973 155 930 898 798 899 2503
4386, 274 973 985 451 1047 175 778 1399 193 822 689 475 888 1552 1305 820 1408 784 779 256
4392, 1587 889 815 229 308 347 28 338 2613 936 838 232 863 17 249 48 755 1168 907 38
4393, 34 41 1127 580 2120 626 1305 308 327 94 242 1405 147 475 938 33 399 837 724 1907
4397, 25 5 696 3081 689 1705 1113 1552 290 147 749 260 484 849 330 591 246 2177 1452 1105
4400, 33 1274 669 772 155 209 468 1408 545 556 27 1202 910 462 407 452 1891 784 563 248
4401, 209 107 80 907 1651 513 307 383 580 845 1734 1398 287 84 859 408 994 117 1584 710
4402, 947 2590 99 709 731 545 762 425 1202 1042 1294 1123 954 3586 630 621 1082 2215 362 2054
4403, 954 262 1095 577 985 846 233 1559 845 822 537 1874 1552 87 1408 65 1032 42 346 1261
4407, 1228 778 81 798 330 921 820 1899 1935 79 756 907 1042 1274 17 810 1154 611 969 776
4413, 139 242 87 295 1853 2549 34 1044 134 644 307 1618 1333 65 496 787 1584 27 940 624
4419, 25 566 1299 102 1105 1261 2233 584 985 591 419 413 754 858 779 118 346 256 2281 86
4421, 845 346 645 858 1924 323 249 81 1274 246 772 771 427 2602 1084 2215 1585 618 747 919
4424, 347 510 377 304 1212 2005 195 1536 451 567 2491 918 12 82 1719 42 330 1366 1130 249
4425, 341 1398 567 240 283 292 462 257 265 2225 574 93 938 1174 109 798 1527 273 1095 1264
4427, 556 287 1091 1176 211 259 213 126 580 2414 1705 152 1143 274 1834 29 867 341 649 1452
4429, 18 1162 807 2292 240 1598 364 778 273 198 451 719 918 207 2120 168 782 2167 1238 624
4434, 1365 362 1403 2000 225 1082 628 201 940 722 1678 134 1238 504 433 347 391 473 357 1398
4435, 34 81 80 954 1965 219 609 147 1929 769 256 793 1274 921 1044 84 890 1248 132 528
4451, 25 1948 1306 2521 41 665 348 19 771 1399 640 2730 2020 244 1907 882 1051 793 815 90
4457, 25 204 1299 1424 111 248 1105 1051 468 117 778 217 754 244 518 290 2281 1890 402 749
4461, 81 2195 501 295 1628 1761 904 29 1300 1256 223 636 94 985 269 122 368 178 566 936
4462, 19 1335 41 910 484 921 1452 2145 638 807 645 630 611 229 469 122 383 784 509 700
4464, 1044 940 133 274 440 19 757 828 212 537 25 1206 287 1405 930 309 253 1080 1780 595
4468, 626 1221 970 1907 2626 737 439 1586 1046 707 2277 262 1176 741 776 2589 287 207 662 413
4469, 19 42 616 640 204 643 355 613 635 535 947 383 346 195 690 770 194 1051 132 2636
4470, 209 958 620 611 1095 132 76 1113 175 2085 119 376 424 799 1650 290 1754 317 806 837
4473, 139 433 1651 1748 2626 490 847 111 919 762 833 60 3729 229 1146 376 954 1028 737 908
4475, 18 389 574 518 867 67 613 93 32 510 350 863 334 2195 1134 1527 455 200 665 266
4476, 919 1234 1586 295 368 798 644 969 364 276 427 664 1748 1552 1584 849 84 1168 338 228
4477, 1991 580 545 652 563 943 549 317 1256 403 1599 618 995 170 1924 1697 388 1586 1365 1032
4478, 102 707 591 1082 501 763 1924 309 24 96 2120 992 465 408 357 1333 304 1932 155 837
4482, 513 338 1228 377 362 772 1754 459 436 198 384 1996 1205 193 443 807 1 127 654 65
8939, 19 969 904 668 1298 413 136 11 1369 246 594 921 409 494 867 334 1228 1940 67 45
8940, 18 338 669 364 1740 940 969 2602 563 445 820 2145 41 2102 700 166 193 2215 2208 147
4491, 18 1948 323 289 726 198 147 1452 847 907 109 1740 45 731 19 504 155 597 482 1071
4492, 209 762 767 1651 771 3238 71 1042 30 761 1678 11 17 179 2302 2000 845 597 1047 348
4493, 107 8 947 739 195 1300 1176 846 730 106 1033 473 1261 845 276 777 405 2177 904 1405
4497, 453 2730 822 776 306 12 1202 1458 407 11 394 721 821 1874 1335 233 368 779 1660 259
4506, 645 2602 484 223 221 640 1028 606 821 230 1082 1891 1084 769 1608 423 269 496 1650 462
4511, 102 782 41 7 136 708 595 28 497 376 293 1924 473 1248 394 2208 776 1948 1740 427
4513, 417 403 290 269 126 1452 402 2550 1176 763 782 772 604 1523 32 265 289 1586 599 2053
4518, 1474 563 155 240 985 1359 2120 677 620 2490 919 248 1940 833 793 1715 2051 766 174 323
4527, 719 342 726 2195 630 1996 440 228 111 644 2225 1051 1492 293 503 1608 1361 1719 423 1206
4529, 473 8 1352 947 465 1369 1288 109 413 346 1793 2636 136 731 1771 2388 1655 394 1169 2550
4530, 574 107 534 110 282 2153 178 511 82 315 216 707 309 721 1248 3461 2900 665 417 821
4533, 2636 1352 644 2864 3081 1151 1584 708 620 289 712 1907 38 1586 2085 1349 867 1234 1853 822
4535, 293 1398 218 940 453 769 522 219 1470 1263 534 61 1719 194 2208 131 449 265 731 246
4539, 107 1248 274 42 41 29 209 1240 1016 1470 604 1042 353 1907 1868 1205 476 195 2549 1834
4540, 42 376 453 308 290 947 904 476 204 124 207 484 2626 1153 2225 1740 404 1300 262 1478
4544, 28 719 2252 936 269 1154 1288 207 392 104 2177 969 1298 529 22 765 924 60 645 475
4546, 25 41 1155 170 133 940 665 1645 549 209 44 609 626 124 230 394 8 24 376 276
8950, 233 1691 620 1076 227 384 566 418 2387 117 134 949 439 1382 259 246 482 308 565 3259
4551, 25 936 501 845 1033 2225 440 3210 295 248 815 1299 41 28 147 1071 338 109 565 2549
4564, 867 331 3751 563 591 1524 210 1536 127 1561 514 170 2153 541 315 1566 969 954 1369 417
4565, 81 574 591 522 302 1335 452 104 1274 265 2102 708 563 539 2005 136 291 793 22 769
4570, 1144 1584 762 147 618 958 537 1134 1294 845 1335 108 1445 354 475 1780 119 2215 771 346
4571, 25 41 19 584 638 2005 580 640 837 307 504 354 355 1172 3093 337 709 1362 821 2225
4572, 25 1492 845 1660 324 497 907 963 266 308 1624 776 846 772 1474 118 17 624 689 44
4573, 81 107 1559 1299 3027 626 1042 223 1651 970 105 221 83 1041 217 56 646 7 350 60
4574, 952 845 565 847 858 837 604 1212 81 1113 2208 453 2177 1127 1305 117 437 524 563 118
4575, 845 330 2642 213 290 99 640 350 388 755 772 2233 198 822 2292 413 1853 1934 1176 3552
4583, 565 778 3 155 122 2190 580 1678 1119 1398 1105 772 2633 2730 1945 1274 2026 425 134 1771
4586, 28 24 954 762 534 259 509 1261 1016 1202 2177 2137 323 1991 1470 628 613 1584 970 188
4600, 644 1261 640 413 180 327 2026 162 107 104 84 1288 389 7 1299 1176 509 826 355 1113
4601, 107 1697 293 87 580 19 1352 173 2602 2550 125 381 388 654 179 2120 704 846 1599 1263
8959, 42 449 476 718 1082 27 389 1130 81 217 888 741 265 1084 88 355 820 769 84 2549
4605, 455 936 348 19 266 497 635 940 724 293 8 985 346 1474 947 1694 970 898 84 67
4606, 1333 1264 350 1398 628 668 2626 771 841 915 2053 445 1155 762 1151 534 718 1304 938 24
4611, 19 262 418 771 1470 971 27 356 496 17 1924 2072 413 423 1834 232 1298 152 616 501
4613, 1294 139 291 107 398 408 565 1096 719 1697 1248 1939 173 1028 2864 501 2153 2642 970 109
4614, 117 690 947 346 737 383 403 225 1740 1028 414 2826 1748 283 691 1202 952 48 440 606
4623, 1719 19 710 60 1304 2195 691 2000 1587 225 180 847 1399 1669 791 708 1586 970 247 223
4635, 1294 355 1298 882 17 348 888 27 779 41 1228 1028 638 52 435 1256 284 102 1134 442
4636, 630 646 107 423 918 1660 418 376 1382 522 963 84 439 327 620 995 453 934 235 528
4639, 1221 709 1168 439 762 1288 129 1234 19 204 954 2589 2521 936 891 107 171 111 185 178
4644, 19 418 244 346 3 407 235 201 4 12 2085 293 513 272 919 213 849 838 643 1298
4645, 1333 3 103 940 1212 1924 197 1403 1398 522 971 218 289 845 441 293 1051 1343 274 1996
4649, 1041 615 798 2900 193 510 342 514 2503 867 1294 708 446 302 563 613 96 1561 1066 2163
4654, 80 1740 392 408 364 1127 293 27 68 611 1113 1274 1678 741 938 2054 465 2451 455 958
4657, 2177 394 263 347 1095 403 847 969 1210 721 1697 1096 1935 1113 762 701 971 1474 556 198
4658, 1628 193 1361 758 473 376 1728 664 872 1343 1154 2613 1408 207 677 573 1924 278 3586 973
4659, 155 2225 357 771 518 645 297 1458 1127 1618 663 395 700 908 1080 528 65 134 2467 290
4663, 921 919 383 475 2026 217 883 1608 748 891 403 1492 233 175 29 573 113 463 194 494
4665, 216 845 889 2005 355 248 278 1228 1335 282 2145 2085 859 249 425 27 155 1185 1559 1566
4671, 19 425 2145 262 709 513 556 813 747 423 947 475 748 969 1176 563 1047 1105 919 2120
4673, 193 484 440 668 549 645 763 919 80 68 1071 563 1113 954 2026 1299 772 859 708 2053
4676, 129 969 80 42 19 534 475 287 96 537 668 1144 5 1907 1365 624 1080 787 119 1071
4678, 93 212 1924 207 1834 947 613 236 2195 109 580 755 1346 7 2576 347 1102 337 90 14
4679, 82 347 423 302 1527 56 283 352 645 168 111 448 240 969 2153 731 2197 403 455 327
4681, 334 769 260 1399 1470 888 27 867 1660 1552 304 180 147 2303 2208 137 195 134 1105 709
4684, 283 217 127 2026 505 109 509 292 323 3174 534 1705 1874 293 233 134 14 482 930 718
4685, 936 2613 384 52 1780 1018 534 2605 1298 628 1168 1016 193 513 624 392 113 452 747 770
4690, 34 139 574 1359 217 327 228 643 242 433 584 262 273 1398 1082 162 982 1046 402 1335
4692, 24 8 1238 235 1585 1924 1399 2000 1298 707 524 403 1362 1018 1206 1144 919 2197 1669 189
4694, 799 1890 726 1008 1217 42 330 2160 591 293 364 835 782 1082 232 1874 770 304 355 323
8976, 302 42 110 583 539 1335 541 522 1018 1238 282 566 241 569 1536 562 1082 133 708 1501
4711, 8 452 304 940 394 1256 793 1408 1146 1492 644 1669 383 1134 90 1362 646 1405 597 2642
4715, 27 644 919 534 2602 389 1238 2387 207 535 1294 38 496 1650 253 364 792 277 362 807
4716, 102 1405 475 380 81 293 1008 2033 1113 565 1154 330 1105 126 1452 977 111 443 423 506
4717, 342 291 293 726 1874 625 1300 2005 439 1470 668 1628 152 348 910 132 574 1306 265 219
4724, 756 1366 1315 362 274 503 645 356 837 278 1264 867 863 985 337 847 501 1584 2292 771
4727, 394 357 90 2020 274 81 1694 815 1042 638 943 223 1427 954 1411 2102 52 1299 2636 449
4731, 445 787 779 249 1095 1728 394 654 368 626 198 537 2613 1305 646 577 126 1119 229 179
4732, 1411 712 958 403 1071 1598 134 155 534 1080 493 708 30 835 776 324 3125 820 994 1415
4734, 597 134 38 1740 211 1044 1343 381 3438 919 726 565 1576 654 170 2020 2237 487 99 394
4735, 198 616 330 1343 718 1748 539 1889 1890 2177 1172 287 1559 522 739 93 2271 1095 1256 476
8982, 574 102 86 510 1948 94 625 532 347 514 407 448 534 315 541 609 331 229 3081 219
4743, 380 102 192 509 213 1585 249 261 389 1046 2053 597 1669 209 1274 898 423 1315 940 522
4750, 102 513 837 1405 380 826 410 201 1151 2602 3247 777 242 2000 573 146 213 769 799 947
4752, 621 668 858 107 152 1492 813 394 591 1552 756 84 1221 3 1102 3586 198 484 1301 1300
4756, 625 626 464 350 436 3 87 83 918 269 849 1028 807 126 1612 27 62 620 565 934
4763, 107 755 1369 1044 304 2120 1305 915 1301 484 211 845 1365 904 230 1492 763 1151 1719 1228
4766, 406 1176 1967 1008 1082 2521 1576 2195 724 846 242 338 707 1096 970 1060 1834 1719 274 27
4767, 645 2467 1365 1924 635 1119 1228 1822 621 445 563 440 934 720 2102 425 453 618 30 448
4768, 1365 334 42 921 377 747 496 977 2000 188 295 2208 930 96 2549 194 494 970 1042 1258
8987, 18 25 247 453 1130 27 613 907 565 1206 815 1382 611 132 847 418 690 1991 1361 1134
4773, 567 282 229 2900 302 510 838 210 583 417 513 669 86 541 408 93 1041 1566 1359 731
4774, 1051 1105 30 341 2053 947 1102 242 580 1134 1080 2120 60 1228 347 609 846 741 1066 155
4780, 34 107 858 392 1221 287 123 45 1907 193 556 898 628 828 813 669 606 201 211 626
4781, 448 42 455 1552 2000 179 1948 110 662 444 669 1144 513 497 496 739 504 1084 982 630
4786, 616 262 32 81 643 384 630 473 1051 2167 717 25 970 2225 462 1412 1361 7 289 188
4792, 958 323 108 448 749 867 1608 235 8 1256 637 3438 2176 364 1697 44 308 1130 937 1366
4795, 437 413 194 2233 1300 96 364 38 404 403 826 433 1366 445 155 80 497 350 908 484
4798, 90 488 56 3773 591 229 134 1007 343 1553 513 440 908 1299 1645 2054 3634 3617 335 951
8616, 1728 1221 1598 352 269 755 323 826 620 17 2549 584 644 599 2085 111 6 1835 2472 2605
4805, 107 216 539 731 556 41 767 287 302 347 567 798 566 1719 520 346 1113 563 123 282
4806, 34 509 1264 168 947 136 863 355 859 407 626 771 111 1105 96 2153 339 30 87 889
4807, 253 769 334 1162 7 132 452 549 355 1298 469 1935 487 419 1105 1221 368 1452 1660 14
4811, 777 1168 691 618 1153 762 427 645 707 2177 2233 475 94 1587 1315 1452 754 1215 1206 341
4813, 216 1527 132 305 919 427 388 302 263 194 904 324 1943 845 455 2565 504 4071 192 350
4814, 284 604 418 921 262 487 19 192 576 6 94 513 2197 969 223 41 2451 1361 1359 842
4818, 19 1474 2195 2020 219 102 1205 1256 188 330 652 2335 520 418 440 56 985 630 1051 2730
4819, 229 567 772 1335 41 38 1561 302 615 409 522 2252 2900 3751 209 668 331 80 439 1359
4826, 233 2388 513 1835 1333 649 1754 665 211 771 651 48 289 323 1660 358 356 30 44 2271
4828, 107 139 81 720 443 304 418 198 179 620 228 173 754 947 3028 645 1398 309 211 566
4829, 382 219 828 304 193 826 756 443 2550 81 531 348 1584 17 524 455 2177 982 545 93
4836, 1584 2730 1212 126 2521 771 1452 342 730 1552 1300 611 408 700 1559 393 969 266 265 451
7633, 668 107 19 80 690 915 273 936 249 76 418 218 1399 2225 230 274 204 535 721 755
4845, 34 25 1082 1305 1405 2730 549 1051 1932 2836 427 67 958 417 219 1299 197 408 1021 272
4852, 828 28 565 793 1399 12 1697 669 908 1754 815 1599 229 80 1748 81 1691 620 1907 266
4856, 262 475 42 7 802 384 739 1212 464 339 779 274 669 691 260 94 1889 1474 1492 662
4858, 249 807 109 381 1645 646 2864 94 136 209 1134 1399 518 963 1153 1361 888 45 1411 1660
4859, 398 47 1082 1365 443 330 1740 462 838 1694 1359 1051 677 242 754 475 348 209 357 640
4863, 891 1804 27 417 638 1584 256 3438 1250 494 3571 769 618 872 1948 1315 1453 531 277 709
4865, 19 936 407 1474 3 1874 80 776 262 287 2605 2102 1176 3981 1217 1205 609 1298 468 858
