userid,foodid
3379, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
3381, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
3382, 139 308 309 402 442 168 435 376 210 166 96 212 69 261 1162 1369 107 41 613 201
3392, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3394, 139 67 41 19 168 309 402 210 308 69 1162 442 18 125 96 8 376 107 382 80
3397, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3408, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3410, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 41 308 32
3411, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 41 308 32
3413, 139 67 69 107 402 8 212 168 96 1162 125 102 382 1369 611 309 442 308 41 32
3414, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 41 308 32
8763, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3435, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
3436, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 41 308 32
3437, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3446, 107 139 41 18 168 8 308 125 102 1162 309 402 442 210 67 32 425 96 376 69
3451, 139 102 67 309 8 168 402 107 96 166 376 1162 19 210 308 69 442 125 611 1369
3453, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
3454, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3455, 139 107 67 69 8 402 168 96 212 1162 125 102 309 41 611 382 1369 442 376 308
3456, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 32 41
3460, 110 107 8 451 139 41 166 168 1162 353 96 309 80 210 613 442 436 402 376 308
3469, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
3476, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 32 41
3477, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3478, 139 67 19 168 402 69 107 8 96 1162 125 212 309 442 41 1369 611 210 376 382
3480, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3482, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3485, 139 67 69 212 402 107 8 96 168 102 125 1162 382 309 19 1369 611 308 41 32
3486, 139 107 41 168 67 69 402 8 376 96 309 125 1162 210 442 308 611 32 212 1369
3489, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3493, 139 309 107 110 402 102 41 168 67 96 8 442 308 212 69 1162 210 376 166 435
3494, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 41 308 32
3495, 139 67 107 69 402 8 168 96 1162 125 442 1369 212 611 308 41 309 210 102 382
3497, 139 67 69 212 402 107 8 168 96 125 1162 102 382 309 1369 19 611 41 32 308
3498, 139 67 69 212 402 107 8 96 168 125 1162 102 382 309 1369 611 19 41 32 308
3500, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3501, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 41 308 32
3506, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3512, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3514, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 308 41 32
3517, 139 107 67 402 168 69 8 96 1162 19 442 41 125 210 611 376 1369 102 425 309
3519, 139 67 69 107 402 8 212 168 96 1162 125 102 382 309 1369 611 41 442 308 376
3525, 139 107 67 69 402 168 8 96 1162 212 309 125 102 41 442 611 1369 376 308 382
3537, 139 69 107 168 402 67 8 309 96 442 1162 308 210 41 125 102 376 1369 611 212
3543, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3553, 139 309 402 212 69 435 168 376 102 41 442 117 308 107 210 96 1162 125 611 530
3556, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3558, 139 67 69 212 402 107 8 96 168 102 125 1162 382 309 19 1369 611 41 308 32
3562, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3569, 139 67 69 212 402 107 8 96 168 102 1162 125 309 382 19 1369 611 41 308 32
8787, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3572, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3574, 139 102 402 168 19 69 309 308 376 67 1162 442 96 210 435 212 8 117 1369 611
3580, 139 67 69 107 402 8 212 168 96 1162 125 102 382 309 1369 611 41 308 32 442
3581, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
3588, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3591, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
3592, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3601, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 308 41 32
3605, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3608, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3609, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3611, 139 69 212 402 8 107 67 168 96 125 382 308 41 309 1162 102 442 1369 376 611
3612, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
3613, 139 168 107 102 402 308 442 309 8 69 96 41 1162 376 67 18 210 435 611 117
3615, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
3621, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3629, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3632, 139 67 69 107 402 8 212 168 96 125 1162 102 309 382 1369 41 611 308 19 442
3633, 139 107 67 69 168 309 8 402 41 96 19 1162 125 442 210 308 376 1369 212 611
3636, 139 107 67 402 69 168 8 96 1162 19 309 212 125 102 442 210 1369 611 376 41
3638, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3640, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3643, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3653, 139 19 107 39 67 402 69 212 442 308 168 1162 96 309 376 1369 261 41 529 611
3658, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3660, 139 19 402 117 442 210 41 376 212 96 8 308 168 80 110 1162 69 166 611 1369
3663, 139 67 69 107 212 402 8 96 168 102 125 1162 309 382 19 1369 611 41 308 32
3666, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3667, 139 69 168 402 309 102 8 67 96 1162 107 212 19 125 210 442 308 1369 41 611
3669, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3671, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3673, 139 41 67 69 212 402 107 308 309 168 96 102 376 442 8 166 125 1162 117 1369
3675, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 41 308 32
3676, 107 18 8 210 102 645 19 69 442 168 425 96 776 1369 22 218 201 435 1162 1536
3681, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3682, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3684, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3686, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3695, 139 107 67 402 168 41 69 8 309 96 1162 212 442 125 210 308 19 376 102 1369
3697, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3698, 139 107 67 168 69 402 8 1162 96 41 442 309 376 210 308 125 611 102 1369 212
3699, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3700, 139 67 107 69 8 402 168 96 1162 125 212 41 611 309 1369 442 382 102 308 376
3701, 139 107 309 168 402 69 67 8 96 442 102 41 210 376 308 1162 125 611 1369 117
3703, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3705, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3712, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3716, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3721, 139 19 107 102 69 376 309 402 168 210 308 96 442 1162 41 67 435 8 73 1369
3724, 139 110 107 168 402 41 442 8 67 309 69 210 96 308 1162 376 212 125 261 1369
3726, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
3729, 139 402 168 308 442 1996 69 117 1162 67 96 41 125 73 210 611 80 8 212 451
3743, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3751, 139 67 107 69 402 8 168 96 212 1162 102 125 309 41 1369 611 442 382 376 210
3760, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3762, 139 19 107 168 402 309 67 210 96 442 8 1162 376 69 308 125 1369 212 611 382
3765, 139 309 168 102 67 402 8 69 96 166 382 1162 308 210 1369 442 125 376 212 611
3772, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3773, 139 67 69 212 402 107 8 96 168 102 125 1162 382 309 1369 19 611 32 308 376
3774, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3775, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3777, 139 32 41 402 210 308 309 110 96 8 442 73 376 102 168 166 1369 1162 212 125
3784, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
3785, 139 67 8 402 168 69 107 96 1162 102 125 442 309 611 210 1369 41 425 212 308
3789, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
8824, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 308 41 32
3794, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 41 308 32
3795, 139 67 69 107 402 212 8 168 96 1162 125 102 382 309 1369 611 41 308 32 442
3797, 139 69 67 107 8 402 168 102 309 96 212 1162 125 41 1369 611 442 308 376 382
3800, 139 102 8 67 309 168 402 212 69 107 96 1162 125 308 442 166 1369 210 376 611
3802, 39 67 102 382 212 309 2 162 436 1162 1398 192 125 435 25 261 2195 1983 3210 194
3807, 139 67 425 1162 18 645 69 442 22 218 107 41 8 125 168 210 230 212 32 402
3815, 139 67 69 212 402 107 8 96 168 102 125 1162 382 309 19 1369 611 308 41 32
3819, 139 1162 402 8 210 96 168 69 442 107 308 102 212 1369 376 435 611 309 776 125
3824, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
3828, 139 67 107 69 8 402 168 212 96 1162 102 125 1369 611 382 309 41 32 442 376
3833, 139 67 107 69 8 402 168 96 1162 212 125 382 611 1369 442 308 41 309 1983 376
3835, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3836, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3838, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3839, 139 67 168 402 8 309 69 107 96 1162 41 442 376 308 102 125 210 611 1369 212
3840, 139 67 69 107 402 8 212 168 96 1162 125 102 309 382 41 1369 611 19 442 308
3841, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3849, 139 107 402 41 309 168 69 96 8 212 125 1162 308 32 210 67 1369 442 611 102
3859, 139 107 402 102 67 8 210 96 442 1162 69 168 1369 611 776 376 117 308 309 425
3870, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3872, 139 402 107 309 168 308 442 1162 96 8 41 67 210 125 212 376 32 1369 102 425
3875, 139 107 402 308 69 168 442 96 309 41 67 8 210 382 212 1162 376 1369 125 102
3893, 139 67 69 107 402 8 212 168 96 125 1162 102 382 309 41 1369 611 308 442 376
3894, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
3895, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3899, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3901, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3903, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3909, 139 67 69 212 402 107 8 96 168 125 1162 102 382 309 19 1369 611 308 41 32
3912, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 41 308 32
3914, 139 67 69 212 402 107 8 96 168 102 125 1162 382 309 19 1369 611 308 32 41
3917, 139 67 69 212 402 107 8 96 168 102 125 1162 382 309 1369 19 611 308 32 41
3918, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3924, 139 69 402 212 308 41 67 125 96 442 8 168 32 1162 1369 102 611 376 201 309
3929, 139 67 69 107 402 212 8 168 96 125 1162 102 382 309 1369 611 308 41 442 32
3930, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3934, 139 67 402 168 107 442 308 309 41 1162 96 8 69 210 376 212 611 117 125 1369
3938, 139 107 67 402 168 69 8 96 1162 212 125 19 309 442 41 1369 611 102 376 308
3946, 139 18 212 110 402 376 67 32 80 41 69 168 19 613 73 230 442 192 1162 96
3956, 139 67 107 69 402 168 8 96 1162 212 125 309 41 442 102 611 1369 308 210 376
3960, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
3961, 139 67 107 69 8 402 168 96 212 1162 125 102 611 382 1369 309 41 442 32 376
3962, 139 67 69 107 402 8 212 168 96 1162 125 102 309 382 1369 41 611 308 19 442
3963, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3967, 139 107 309 1162 168 402 67 210 376 125 69 41 96 110 425 8 442 19 308 102
3969, 139 107 69 67 168 309 402 8 96 1162 41 102 376 442 125 611 212 210 1369 308
3978, 139 67 69 107 212 402 8 96 168 102 125 1162 382 309 19 1369 611 308 41 32
3984, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3988, 139 67 107 69 402 8 168 96 212 1162 125 382 1369 102 309 611 41 442 308 376
3992, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
3994, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4002, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4007, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
4008, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
8860, 139 67 69 107 402 19 8 168 96 212 1162 125 309 382 1369 102 611 41 442 210
4017, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4020, 139 67 107 69 168 402 8 96 1162 41 125 309 212 442 102 611 1369 308 210 376
4041, 139 402 107 67 69 168 309 41 442 308 210 212 96 8 19 376 1162 110 125 117
4045, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4050, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 41 308 32
4053, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4058, 139 67 69 212 402 8 107 96 168 125 1162 102 382 309 1369 611 19 308 41 32
4060, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4068, 139 308 168 102 309 376 25 1004 166 41 8 117 1996 1932 352 201 1113 402 574 96
4073, 139 67 69 212 402 107 8 96 168 125 1162 102 382 309 1369 19 611 41 308 32
4076, 139 67 69 212 402 107 8 168 96 125 1162 102 382 309 1369 611 19 308 41 32
4090, 139 67 402 107 168 442 1162 308 69 39 41 376 309 96 210 8 611 117 80 19
4091, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 308 41 32
4092, 139 402 69 309 168 107 212 442 308 41 96 67 1162 19 435 376 210 8 1369 125
4099, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4102, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4105, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4106, 139 67 69 107 402 212 8 168 96 1162 125 102 382 309 19 1369 611 41 308 32
4109, 139 67 107 69 402 168 8 96 1162 212 309 125 41 102 611 442 1369 376 308 382
4113, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
4115, 139 67 69 107 402 8 212 168 96 1162 125 102 309 382 1369 611 19 41 308 442
4123, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 308 41 32
4128, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
4129, 139 67 69 212 402 107 8 96 168 102 125 1162 382 309 19 1369 611 41 308 32
4130, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4131, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
4132, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 41 308 32
4134, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4144, 139 309 102 168 402 308 67 210 107 442 96 125 8 376 1162 18 69 611 1369 212
4155, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4156, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 32 41
4158, 139 67 107 69 402 168 8 96 309 1162 125 212 41 102 442 210 308 1369 611 376
4159, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4160, 139 67 69 107 8 402 212 168 96 125 1162 102 382 309 1369 611 41 308 442 32
4167, 139 67 69 107 8 402 168 212 96 125 1162 102 382 1369 309 611 41 19 442 308
4172, 139 67 107 402 69 309 168 8 96 102 212 308 1162 125 442 166 41 210 1369 376
4178, 139 402 67 442 168 1162 309 212 308 376 117 41 210 96 110 8 80 611 69 107
4185, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
4186, 139 41 212 69 107 402 309 96 8 442 67 168 102 210 308 125 376 1162 1369 117
4192, 139 107 168 67 402 8 69 309 96 1162 442 41 308 376 210 125 102 611 1369 425
4198, 139 67 107 402 168 69 8 309 96 1162 442 125 41 102 376 212 210 308 611 19
4201, 139 168 19 402 309 210 67 8 107 102 69 96 442 376 308 1162 41 125 1369 611
4204, 139 67 69 107 402 8 168 96 212 1162 125 309 41 102 1369 611 442 382 308 376
4210, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4212, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4213, 139 67 69 107 8 402 168 212 96 1162 125 102 382 1369 611 442 309 308 41 32
4216, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
4219, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 41 308 32
4221, 139 309 402 69 308 168 67 41 376 96 212 442 107 166 210 117 1162 435 8 102
4223, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4224, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4226, 139 309 402 67 168 102 308 69 376 212 96 166 41 8 442 1162 117 19 611 125
4229, 139 107 309 402 69 41 308 19 168 96 442 125 1162 212 8 67 210 435 376 1369
4234, 139 67 107 69 8 168 402 96 41 1162 125 212 309 442 611 102 1369 308 376 210
4237, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4238, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4241, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4243, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4245, 139 309 168 402 67 308 442 1162 376 19 96 210 107 41 8 125 80 611 117 1369
4246, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
4254, 139 67 69 107 402 8 212 168 96 41 1162 125 309 102 611 1369 442 32 376 308
4256, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
8598, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4265, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 41 308 32
4269, 139 309 402 376 168 107 19 308 41 442 435 67 210 80 110 117 39 96 1162 261
4277, 139 19 168 402 309 69 107 96 212 8 376 125 1162 210 67 41 382 442 32 1369
4283, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
4285, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4286, 139 309 107 210 402 376 102 168 67 442 308 1162 110 8 96 435 425 166 117 261
4289, 139 107 69 402 168 67 8 96 41 308 442 1162 125 212 309 611 1369 376 210 382
4293, 139 308 69 309 168 102 402 1162 125 210 442 96 41 212 8 67 19 1369 1996 529
4295, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
8908, 139 19 107 41 402 168 309 67 8 96 210 442 376 1162 212 69 125 102 425 1369
4300, 139 67 69 212 402 8 107 96 168 102 125 1162 382 309 1369 19 611 308 32 41
4306, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4309, 139 67 69 107 402 8 212 168 96 1162 125 102 309 382 1369 611 19 41 442 376
4313, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4319, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
8600, 139 67 69 107 402 212 8 168 96 1162 125 102 309 382 1369 19 611 41 308 376
4327, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4333, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4340, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4344, 139 19 308 166 309 402 102 376 435 212 210 442 67 168 96 529 353 80 192 261
4347, 139 67 69 107 402 8 168 212 96 1162 125 102 309 382 41 1369 611 442 19 308
4352, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4359, 110 102 309 8 139 34 69 230 212 442 435 166 210 96 1996 963 402 3384 261 201
4362, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4367, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4371, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4386, 309 67 18 166 41 308 376 168 102 1162 530 194 402 807 212 125 506 96 4 261
4392, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4393, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4397, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4400, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
4401, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4402, 110 353 18 776 218 8 425 1162 67 4129 32 210 96 102 107 352 645 41 166 3384
4403, 139 67 69 212 402 107 8 168 96 125 1162 102 382 309 1369 611 19 41 308 32
4407, 139 309 110 18 41 376 168 102 166 67 8 402 69 308 210 96 435 1162 125 212
4413, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4419, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
4421, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
4424, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4425, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
4427, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4429, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4434, 139 67 69 107 402 212 8 168 96 125 1162 102 382 19 309 1369 611 41 308 442
4435, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4451, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4457, 139 107 67 69 402 8 168 96 309 1162 19 125 212 102 41 442 210 1369 611 376
4461, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
4462, 139 67 69 212 402 309 102 8 168 96 107 1162 41 125 382 308 376 1369 611 442
4464, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4468, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4469, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4470, 139 107 67 8 69 402 168 96 1162 212 125 19 442 382 1369 102 41 611 309 308
4473, 139 107 19 402 69 67 102 168 309 1162 96 41 376 308 442 210 8 125 611 1369
4475, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
4476, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4477, 139 67 69 107 402 212 8 168 96 125 102 1162 382 309 1369 611 41 308 32 19
4478, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4482, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
8939, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
8940, 139 168 402 69 8 107 67 96 309 308 212 442 1162 102 125 41 210 382 1369 611
4491, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
4492, 139 402 168 67 18 308 442 376 309 41 125 210 96 110 212 8 1162 611 107 69
4493, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4497, 139 107 67 168 19 39 402 308 1162 69 442 309 8 96 376 102 1369 611 382 210
4506, 139 67 69 212 402 107 8 96 168 102 125 1162 309 382 19 1369 611 308 41 32
4511, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4513, 139 67 69 212 402 107 8 96 168 102 125 1162 309 19 382 1369 611 41 308 32
4518, 139 67 69 212 402 107 8 96 168 125 102 1162 309 382 19 1369 611 41 308 32
